#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:table" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:table" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:table" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.table" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:table" name="distribution" x="@birthRate.t:table">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@table" id="treeLikelihood.table" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:table">
#            <siteModel id="SiteModel.s:table" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:table" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:table" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:table" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="MutationDeathModel.s:table" spec="beast.evolution.substitutionmodel.MutationDeathModel">
#                    <parameter estimate="false" id="deathprob.s:table" name="deathprob" spec="beast.core.parameter.RealParameter">0.1</parameter>
#                    <frequencies id="freqs.s:table" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="RealParameter.1" name="frequencies" spec="beast.core.parameter.RealParameter">1.0 0.0</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:table" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:table">
#                <Exponential id="Exponential.c:table" name="distr">
#                    <parameter id="UCExpLambda.c:table" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="136" id="expRateCategories.c:table" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucedMean.c:table" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation
701000	-860.0300602766275	-780.8132452153113	-79.2168150613162	-780.8132452153113	4.896958193827529	-79.2168150613162	0.7703671350038866	0.869722560330896	0.6632365705012064	0.8170401094264932
702000	-847.1588604561268	-773.3414864451227	-73.81737401100423	-773.3414864451227	4.51192211819047	-73.81737401100423	0.766802084324174	0.8744276417510496	0.6901356817438966	0.8807222202114251
703000	-847.301367337605	-775.8536971566538	-71.44767018095126	-775.8536971566538	5.124054542445328	-71.44767018095126	0.9736191739348955	0.8212562926159929	0.6341507787901081	0.8102762791678804
704000	-839.4613374346667	-778.0155377418125	-61.445799692854166	-778.0155377418125	3.663561870484355	-61.445799692854166	1.2163939149046674	0.8604974032232701	0.7309322573981233	0.8615413597008497
705000	-847.0681972918595	-776.7221685985568	-70.34602869330274	-776.7221685985568	3.949473941441778	-70.34602869330274	1.0700483612746368	0.841179666231013	0.5942213345685728	0.8257305399351965
706000	-838.2455516445588	-762.1569120679192	-76.08863957663958	-762.1569120679192	4.24643461193962	-76.08863957663958	1.0102936475880413	0.7798203939441548	0.48812641423143444	0.7943908959980239
707000	-833.5250657420988	-772.2728103125546	-61.25225542954417	-772.2728103125546	3.496945916187922	-61.25225542954417	1.2047372662814253	0.8801097411070393	0.6794924269757678	0.8598070069215491
708000	-840.0053453278289	-771.7521136350147	-68.25323169281417	-771.7521136350147	4.093910828281625	-68.25323169281417	1.0229780438899114	0.892938506913954	0.8725840294860797	0.8963228048555936
709000	-852.5380934925174	-768.6792381423344	-83.858855350183	-768.6792381423344	4.9871309878002315	-83.858855350183	0.6726501652202063	0.7820291130659857	0.7153013586917933	0.9260875971621987
710000	-858.6358408764905	-773.2090580931967	-85.42678278329376	-773.2090580931967	5.564049600981205	-85.42678278329376	0.7282372390354412	0.7666477243698164	0.6394392793158452	0.8668271321974436
711000	-841.2113696814523	-774.0241662409858	-67.18720344046658	-774.0241662409858	4.821640378995356	-67.18720344046658	1.1184782217452371	0.8473693915684638	0.650048574143342	0.8148952503911377
712000	-833.6145135412222	-776.1788243158024	-57.43568922541976	-776.1788243158024	3.4635301196590973	-57.43568922541976	1.1280095764518097	0.9095948396123803	0.7784855826409314	0.9016990729598454
713000	-840.199965152271	-767.0101528683755	-73.18981228389549	-767.0101528683755	4.97803364821657	-73.18981228389549	0.9160978027417978	0.8722638187699595	0.7925693338858001	0.9017903682866445
714000	-823.6359525404955	-766.8429428101496	-56.79300973034596	-766.8429428101496	3.714500291006376	-56.79300973034596	1.4740206788681207	0.8942816087385418	0.6341931340146375	0.8115254849147447
715000	-830.7550660758919	-768.5796733667173	-62.175392709174574	-768.5796733667173	4.526830472023515	-62.175392709174574	1.0756628608301664	0.9317708363147602	0.8644913348646025	0.9475521430519602
716000	-846.1540694012788	-768.8709747786047	-77.28309462267408	-768.8709747786047	5.4870995460948	-77.28309462267408	0.9205401659874827	0.8599554947423989	0.8252652622302714	0.8712962384506647
717000	-818.4481855508952	-760.554082400996	-57.89410314989925	-760.554082400996	4.416785655058261	-57.89410314989925	1.387825075341308	0.9811888639701098	0.7589330585407059	0.8430664948130318
718000	-827.9078295213794	-773.2204008828745	-54.68742863850486	-773.2204008828745	3.8954808217130887	-54.68742863850486	1.2840040442599219	0.977955747313198	0.8231164488059451	0.7949251953020189
719000	-829.8629127423585	-768.2196406223226	-61.64327212003588	-768.2196406223226	3.8385039354762482	-61.64327212003588	0.9966346155161607	0.982007319671114	0.8173667249391282	0.842454870501617
720000	-820.7324710456072	-768.5427835602256	-52.18968748538157	-768.5427835602256	3.187623042824464	-52.18968748538157	1.0777106018055358	0.9019820277829722	0.8755067593398806	0.8802777795047511
721000	-836.3095328926958	-763.7065913834954	-72.60294150920039	-763.7065913834954	4.958708001220169	-72.60294150920039	0.9627658146036644	0.8990454548227859	0.8585811809303323	0.8611775025821721
722000	-843.6402629235955	-776.6664379929925	-66.973824930603	-776.6664379929925	4.185015776826373	-66.973824930603	1.0994420109781555	0.946586474266298	0.8194119722435775	0.8704978638450408
723000	-839.0894439987924	-777.3473207921762	-61.74212320661618	-777.3473207921762	4.01880417277005	-61.74212320661618	1.074692860922749	0.8961846248982133	0.8113844233941355	0.9025227961693353
724000	-834.290339818241	-764.0551595861609	-70.23518023208007	-764.0551595861609	4.2521598650680765	-70.23518023208007	1.2179582892685492	0.8734961366718452	0.8100167973606448	0.8565534186072754
725000	-828.7047477031167	-765.2878347100599	-63.41691299305682	-765.2878347100599	3.8837397954412616	-63.41691299305682	1.1814109773054906	0.9076495937039928	0.7654200354745966	0.7938036551128203
726000	-858.1546754031709	-778.1506874361754	-80.0039879669955	-778.1506874361754	4.791906538233944	-80.0039879669955	0.7449118553603852	0.8764574545826247	0.8326888702528814	0.8759698398028329
727000	-836.4542850350763	-773.596348784456	-62.8579362506202	-773.596348784456	3.59147811869955	-62.8579362506202	1.0002563355274043	0.8978027996737541	0.9028494953367859	0.9350026690708966
728000	-846.2427105814133	-780.8095625778267	-65.43314800358667	-780.8095625778267	4.007497188723853	-65.43314800358667	0.9166017591520086	0.9870055332165225	0.7851159946260925	0.8500334617523211
729000	-849.2731568919698	-788.0667840363182	-61.20637285565172	-788.0667840363182	3.9519108946789707	-61.20637285565172	1.178322705117623	0.9751207031489472	0.8010549183668306	0.8574591484832018
730000	-835.408807526359	-774.170690594943	-61.238116931416045	-774.170690594943	4.150411411112909	-61.238116931416045	1.0373247238160745	1.008718865391296	0.8253252246606805	0.8861356939612456
731000	-820.6941388920922	-765.1092223740043	-55.58491651808785	-765.1092223740043	3.683823607414507	-55.58491651808785	1.2029739748600183	1.063644121330493	1.040077848019187	0.8774994673428703
732000	-823.4838460465234	-765.6900162139766	-57.793829832546706	-765.6900162139766	5.043781089013279	-57.793829832546706	0.968410020291342	1.1523743107384796	0.9002200455822347	0.8261677974793923
733000	-830.5709194319454	-772.276495789122	-58.29442364282346	-772.276495789122	3.8835970410630964	-58.29442364282346	1.2265149877306458	1.1624812084982137	0.9326855722066681	0.8102199618766903
734000	-819.803386336549	-765.9347870513075	-53.86859928524154	-765.9347870513075	3.6241162865177627	-53.86859928524154	1.1473311203458219	1.1322160334905174	0.9535066758996069	0.8392919781845882
735000	-820.9368742446151	-763.1141285083501	-57.82274573626496	-763.1141285083501	4.138132121872221	-57.82274573626496	1.317894544944579	1.029022809263826	0.8347801892566101	0.8313565605121441
736000	-819.7346457644244	-771.7677314584294	-47.96691430599498	-771.7677314584294	3.725034731211959	-47.96691430599498	1.4311992421941975	1.079661277219121	0.8568192550617861	0.841838711794003
737000	-820.9871627392149	-760.6744701541447	-60.312692585070195	-760.6744701541447	3.801141043880923	-60.312692585070195	1.0860608217601926	1.1295917207036057	1.1620712068295074	0.8820843931672778
738000	-845.7741513052702	-777.5584456381896	-68.21570566708053	-777.5584456381896	4.021746400004307	-68.21570566708053	1.2280949522812505	1.031690977185362	1.1727959911151864	0.9215308833761947
739000	-831.928303194955	-779.7597150163274	-52.16858817862764	-779.7597150163274	3.287817628923895	-52.16858817862764	1.3331585328439128	1.1725147056996343	1.1504129843864013	0.9244963988319745
740000	-832.9115527422794	-775.064715655373	-57.846837086906305	-775.064715655373	4.127616646584724	-57.846837086906305	1.1982208727177694	1.0299083689278679	1.4160366097830632	1.003627207628623
741000	-837.8889155535492	-770.0563929239663	-67.8325226295829	-770.0563929239663	5.062012139817699	-67.8325226295829	0.9600522051411468	0.8811663832335376	1.3036477823039145	1.0365390951801805
742000	-842.1749717731847	-774.9787183498295	-67.19625342335519	-774.9787183498295	5.159986769658309	-67.19625342335519	1.0616650126079201	0.9935315133858506	1.188128040425185	0.9912764026508427
743000	-844.7132440024633	-770.779101614996	-73.93414238746732	-770.779101614996	5.641355308070485	-73.93414238746732	1.0634786949703658	0.9527454482336756	1.0424517031006444	0.9677636243364455
744000	-836.9049036146039	-769.6904255063996	-67.2144781082043	-769.6904255063996	5.425926918572498	-67.2144781082043	0.9619994572764791	0.986436935127206	1.0255733468414807	0.9261216474995725
745000	-823.3554042777821	-765.7174153330457	-57.637988944736435	-765.7174153330457	4.566629712420091	-57.637988944736435	1.4596601511851028	0.9975805891411244	0.8603696064402029	0.8256839226490398
746000	-846.2730716858179	-772.3226680601888	-73.95040362562904	-772.3226680601888	5.951105168948965	-73.95040362562904	1.1171586809857676	1.027797916902616	0.977780594476545	0.8780168080047839
747000	-857.5713157123578	-792.5860912098401	-64.98522450251772	-792.5860912098401	5.154119349805555	-64.98522450251772	1.0140166294869923	1.1180035077767612	0.9987224928706024	0.8956335942195653
748000	-837.6442539235533	-774.3523087157996	-63.291945207753635	-774.3523087157996	4.470549698285528	-63.291945207753635	1.0363361164895382	1.0333083995371481	0.911279621152071	0.9097368510456608
749000	-846.3971161190082	-777.9234532194379	-68.47366289957024	-777.9234532194379	5.070357917077494	-68.47366289957024	0.9509979973755429	0.8638324857008661	0.7286710561083916	0.8633157518616599
750000	-829.0677922396203	-770.0686394197561	-58.99915281986424	-770.0686394197561	3.8333645437706534	-58.99915281986424	1.1649600192282732	0.8307967352541005	0.5030248831711637	0.7884329267604151
751000	-823.8176673169457	-766.86199217511	-56.95567514183573	-766.86199217511	3.4647193570956145	-56.95567514183573	0.9676702558533236	0.8962730823026017	0.6860126422718794	0.8328025020391491
752000	-839.6371095482502	-762.1476479508761	-77.48946159737405	-762.1476479508761	4.5356044737634695	-77.48946159737405	0.8530630409540422	0.8483171768020525	0.6436227129412602	0.847779792295343
753000	-852.8858881355264	-778.9378034004977	-73.94808473502867	-778.9378034004977	4.365786312435458	-73.94808473502867	0.8947447847842447	0.771659339099564	0.5094122806965237	0.8227471073925511
754000	-849.0943242650525	-777.5772712311127	-71.51705303393973	-777.5772712311127	4.598037173273878	-71.51705303393973	0.925346103943985	0.846513292130275	0.5568278482664193	0.8423131299259087
755000	-853.5490433431733	-771.8897815316013	-81.65926181157187	-771.8897815316013	4.994016144879361	-81.65926181157187	0.8024326974349656	0.7473030767512218	0.6614854482782508	0.9450606238991165
756000	-840.6284316246699	-759.4105672402727	-81.21786438439726	-759.4105672402727	5.273914296495456	-81.21786438439726	0.9020661240529324	0.7501227627952158	0.7468533511337218	0.9950423091083538
757000	-838.7448785202048	-765.9968098674934	-72.74806865271141	-765.9968098674934	4.733012448662977	-72.74806865271141	0.8550168319363454	0.8983665309445066	0.7106438242797075	0.8988222454131853
758000	-820.1283179890515	-760.3103102917559	-59.81800769729563	-760.3103102917559	4.688086513382307	-59.81800769729563	0.9283302684094038	0.881120556331503	0.7784608096216062	0.9249813799322069
759000	-812.7182675849033	-753.6396643002863	-59.07860328461696	-753.6396643002863	3.6819961132001353	-59.07860328461696	0.9788318622780099	0.8966560264636576	0.8673102261013788	0.9148222103959877
760000	-812.7736764127401	-756.4600129393567	-56.3136634733834	-756.4600129393567	3.2572107042990988	-56.3136634733834	1.1733936608804048	0.962476266335593	0.9076321492011566	0.8770050018087089
761000	-824.1204498750516	-763.508289340795	-60.61216053425651	-763.508289340795	3.3900428056607863	-60.61216053425651	0.8644392490206589	0.8711492634993547	0.9187618119141512	0.8919137414455001
762000	-843.894850580233	-769.1889374735395	-74.7059131066935	-769.1889374735395	3.9697242840924876	-74.7059131066935	0.9806765986111908	0.8985876276471474	1.0286516499508083	0.9518494007559244
763000	-847.5674309454075	-771.1720924649068	-76.39533848050077	-771.1720924649068	4.148737671270542	-76.39533848050077	0.8650773005226354	0.8974823054645183	1.0033545514344249	0.9262428114637548
764000	-826.693596944159	-772.5555569508668	-54.1380399932922	-772.5555569508668	2.8996579896696884	-54.1380399932922	1.264828271323694	0.8720457882001221	0.9002631140142208	0.9418166548406274
765000	-860.7241988091807	-781.3067404607584	-79.41745834842237	-781.3067404607584	4.742696450560254	-79.41745834842237	0.9553487045270143	0.869983057027173	0.791207197279022	0.8867297199864751
766000	-822.2421836832435	-763.816342451126	-58.42584123211746	-763.816342451126	3.2450707165247117	-58.42584123211746	1.1337517295270272	0.9572643237175958	0.9537497736739668	0.9161777136109608
767000	-829.73764514184	-772.0387965872962	-57.69884855454365	-772.0387965872962	3.0725021877319736	-57.69884855454365	1.3276093443391792	0.9453621984995616	0.9024000335509305	0.9128635154438635
768000	-840.7730945239238	-777.7449567254006	-63.02813779852318	-777.7449567254006	3.257717201038087	-63.02813779852318	0.9312862175007282	0.9765348611620458	0.8085651784270543	0.8732373979534466
769000	-844.8712003466796	-783.6614859232972	-61.20971442338244	-783.6614859232972	3.019737235719365	-61.20971442338244	1.0539754335324454	1.0307918955425377	0.8071267666261744	0.8411728250417072
770000	-849.6749983627678	-784.2796965015557	-65.39530186121215	-784.2796965015557	3.4320012168566683	-65.39530186121215	1.003604707645131	0.9422984832638711	0.7544769437285455	0.8680454404547944
771000	-834.5947260878656	-770.9607339939977	-63.63399209386792	-770.9607339939977	3.3676292851644205	-63.63399209386792	0.9629160364966053	1.0295865848290324	0.8102200196112239	0.9099118886583459
772000	-841.2208181864069	-778.5109681944726	-62.7098499919342	-778.5109681944726	3.800090483083601	-62.7098499919342	1.246045801101826	0.9753769292429104	0.815226228787137	0.9583869654858346
773000	-825.2431685993214	-762.7451265375039	-62.498042061817536	-762.7451265375039	3.442327470389819	-62.498042061817536	1.090662514904825	0.9181414263594416	0.7808569540924298	0.8680313499100556
774000	-841.6410337430453	-771.1216328822134	-70.51940086083195	-771.1216328822134	4.189229387969402	-70.51940086083195	0.9397203564317537	0.8089955334396436	0.8062462695342145	0.8960224893970423
775000	-841.2961871335923	-768.9916981105605	-72.3044890230318	-768.9916981105605	4.0975158993188545	-72.3044890230318	0.831296448461979	0.8506352459031756	1.0087108800811222	0.9305352428452162
776000	-841.4418770005141	-776.8263980150971	-64.61547898541698	-776.8263980150971	3.9017419550152086	-64.61547898541698	1.227558489776864	0.9370716513274335	0.8293247762324683	0.9248191228884196
777000	-851.0304467934274	-779.6075895691438	-71.42285722428356	-779.6075895691438	4.3996247493994085	-71.42285722428356	0.9002370538621097	0.9075017914422727	0.8668410789194826	0.9313638474870435
778000	-858.2190436748715	-784.6337111732562	-73.58533250161531	-784.6337111732562	4.932256415427528	-73.58533250161531	0.9448789097714058	0.9370296049275177	0.9079672792471775	0.9384565059920389
779000	-864.7280706550031	-788.8235160477111	-75.90455460729197	-788.8235160477111	4.72314442552562	-75.90455460729197	0.7544660483578928	0.8841421316074535	0.8428516933873503	0.9659810225334635
780000	-852.3917095341232	-774.9118514472085	-77.47985808691467	-774.9118514472085	4.512135194554452	-77.47985808691467	0.7876790886444047	0.8683740494459324	0.9209712270256423	0.9718242272137882
781000	-847.235462505562	-768.6899440168831	-78.54551848867895	-768.6899440168831	4.96838972350024	-78.54551848867895	0.9203817004425102	0.8218254194940285	0.6470111019033707	0.8817412473688158
782000	-828.1880284955134	-764.5420705738107	-63.64595792170263	-764.5420705738107	4.065960957387625	-63.64595792170263	1.1520043509946436	0.9510481248543471	0.7789140953707375	0.919833085676646
783000	-831.3169261351908	-762.0564623396707	-69.26046379552012	-762.0564623396707	4.200113686616816	-69.26046379552012	0.9997761960261256	0.9112522822732544	0.7539483805587118	0.908142505456044
784000	-835.334258983896	-764.4538764849884	-70.88038249890758	-764.4538764849884	4.461843116281538	-70.88038249890758	0.8822325110453514	0.8961899244119172	0.8375949998594893	0.9294289785960755
785000	-835.7947282219158	-768.3627147483722	-67.43201347354356	-768.3627147483722	4.317191303593545	-67.43201347354356	1.1205548279195725	0.9298276683957458	0.7500239057223326	0.9124989595337816
786000	-840.4166564567745	-775.1352014962904	-65.28145496048413	-775.1352014962904	4.354710490073028	-65.28145496048413	1.1505518856919237	0.9576136952251068	0.9903601739356677	0.9711742707359018
787000	-834.2110025348007	-773.326442432822	-60.88456010197872	-773.326442432822	4.139835718683156	-60.88456010197872	1.2364290957528385	0.9723783725634682	1.0689385631454982	1.016784200693889
788000	-860.1277466632077	-787.1186271304955	-73.0091195327123	-787.1186271304955	4.948635100033619	-73.0091195327123	0.9235083816461216	0.9113206786952487	0.982452065688667	0.9821343870635135
789000	-851.0729507727655	-779.1090357530419	-71.96391501972357	-779.1090357530419	4.877916805249007	-71.96391501972357	0.9784051805341616	0.8945509866995703	0.9465861315512486	0.9732294531339006
790000	-843.3114524918022	-776.0284486940801	-67.28300379772212	-776.0284486940801	4.580375141448887	-67.28300379772212	1.0912499759412309	1.0036823800586343	0.9646683262301314	0.9421032044597153
791000	-827.6021712031818	-776.0144299311261	-51.587741272055766	-776.0144299311261	3.3914021960274883	-51.587741272055766	1.0941423112499347	1.1045167856862055	1.039338853529935	0.9669215119172914
792000	-829.5656729051705	-768.6887744708438	-60.87689843432665	-768.6887744708438	3.522090107063367	-60.87689843432665	1.1214010878119633	0.9681439911659492	0.9455001168685047	0.9418362996001777
793000	-837.8564336315427	-774.4301680007198	-63.42626563082288	-774.4301680007198	3.9452903809636295	-63.42626563082288	1.374732475730509	0.994919546170017	0.8483113399849953	0.8833609507517634
794000	-820.0727291083612	-761.2001322743139	-58.8725968340473	-761.2001322743139	3.9619460566306497	-58.8725968340473	1.1970461819497549	1.0023127733491777	0.8415680375419171	0.9280798176829399
795000	-818.0734002558432	-754.291659479479	-63.78174077636422	-754.291659479479	4.021880015477451	-63.78174077636422	1.2581276957181398	1.0069484649651494	0.8834855079959745	0.9186424354860975
796000	-835.9434049219044	-769.4723657278747	-66.47103919402966	-769.4723657278747	4.011973303094031	-66.47103919402966	1.3212414098494034	1.0319029218599718	0.8802640688487213	0.9173268409087646
797000	-840.6477599354193	-775.444534273429	-65.20322566199033	-775.444534273429	3.7539155851072983	-65.20322566199033	1.0855029354613843	0.9661253201030672	0.8875827722140048	0.9749577781614615
798000	-843.3290359505565	-778.3356807107181	-64.99335523983852	-778.3356807107181	3.8071475900516036	-64.99335523983852	0.9981634940246968	0.8957290912617619	0.8326517996550915	0.9880763596507631
799000	-845.7756808804116	-781.39770832675	-64.37797255366164	-781.39770832675	3.322833105313083	-64.37797255366164	0.995878387072885	1.0142113971599225	0.8314922931766178	0.9357984047108769
800000	-836.8738608427333	-774.2517465894235	-62.62211425330974	-774.2517465894235	3.55354451763636	-62.62211425330974	1.0133356565304272	0.9172318796434537	0.8238400917017178	0.927625453045121
801000	-830.5945181562637	-770.6276893107263	-59.966828845537364	-770.6276893107263	3.0722108209541927	-59.966828845537364	1.3540255493277111	0.9103690110641346	0.7230438878549917	0.874558748398182
802000	-840.7817644368807	-775.7544813091097	-65.02728312777106	-775.7544813091097	3.48963631209277	-65.02728312777106	0.8921587705370926	0.9483536243394605	0.5890084485120702	0.797696045221524
803000	-850.9694588857169	-782.8317639630104	-68.13769492270653	-782.8317639630104	3.96499357546229	-68.13769492270653	1.1716688978074192	0.8643070327112848	0.5710210347537706	0.7939691090337121
804000	-861.8123668465232	-792.7649356742937	-69.04743117222955	-792.7649356742937	3.9831930914346545	-69.04743117222955	0.9713032890272272	0.9571798617739693	0.7763214143320505	0.8836836766104177
805000	-840.4678076271829	-779.6226271753189	-60.8451804518639	-779.6226271753189	3.612914369354556	-60.8451804518639	1.1229431647077448	0.9260774643558239	0.7004187671075726	0.8477346222706462
806000	-844.4069552925419	-781.2278032514928	-63.17915204104901	-781.2278032514928	3.972349483813761	-63.17915204104901	0.9120148588739074	0.9430846064242627	0.8970457182526042	0.9036438057307309
807000	-856.2107798034818	-783.0052771474844	-73.2055026559974	-783.0052771474844	4.5825133224257035	-73.2055026559974	0.9025144995501305	0.9490605180347175	0.8604196981668389	0.8975165380232171
808000	-840.061071292264	-767.7315106394636	-72.32956065280038	-767.7315106394636	5.448134388093498	-72.32956065280038	0.9500661632419353	0.8659184918580176	0.9288495537403867	0.9090808393808862
809000	-842.4971528761341	-774.4493523513075	-68.04780052482656	-774.4493523513075	5.009146309724754	-68.04780052482656	1.0803759360989098	0.920107787698447	0.789320268001409	0.8526673404798053
810000	-829.6917304130395	-760.8380778437587	-68.85365256928077	-760.8380778437587	3.720067663176822	-68.85365256928077	1.472269000182177	0.9386579846886514	0.8901241713004074	0.8642792778618742
811000	-839.177192019703	-769.7792819510457	-69.39791006865731	-769.7792819510457	3.964368826677573	-69.39791006865731	0.9252465280907631	0.9557051125062149	0.7545854908993983	0.8331622731365893
812000	-849.6305096135277	-778.7532032707006	-70.87730634282713	-778.7532032707006	4.3486914648771915	-70.87730634282713	1.0328120511542762	0.9560926752963326	0.6621413708532616	0.7875209116698068
813000	-844.6816418991647	-783.4181843475102	-61.26345755165445	-783.4181843475102	3.983917064605869	-61.26345755165445	1.2306966171682072	0.9359338207018699	0.7341008543890142	0.8185365551449998
814000	-837.3730559557099	-776.9499187454358	-60.423137210274156	-776.9499187454358	4.298700926408214	-60.423137210274156	1.1253989507103448	0.9707558784839453	0.8283856987466375	0.8182408242008322
815000	-843.2582417099964	-783.8276123105697	-59.43062939942661	-783.8276123105697	4.081505662163398	-59.43062939942661	1.3120783415995299	1.0164125289401618	0.8076761366119035	0.8240681274280558
816000	-828.604853270028	-774.2246297231584	-54.380223546869615	-774.2246297231584	3.6773683938245827	-54.380223546869615	1.16673760017792	1.016231806630915	0.8394664887640428	0.858685680999874
817000	-834.5601317079696	-772.3591862465279	-62.200945461441705	-772.3591862465279	4.002596391248654	-62.200945461441705	0.9010131726905608	1.0219278843502353	1.0001759193948245	0.8642285001758324
818000	-817.6177626511524	-762.7090197602314	-54.908742890921	-762.7090197602314	3.9548957822221773	-54.908742890921	1.2739241940670256	0.9956287447533221	0.8348900660000523	0.8470161022590368
819000	-834.0053069340373	-774.4509319285149	-59.554375005522346	-774.4509319285149	4.345349373084288	-59.554375005522346	1.1286558526084016	0.9400561185373413	0.6426568405947688	0.8105538200090497
820000	-847.1704776716131	-781.5213290596637	-65.64914861194937	-781.5213290596637	4.556632054957534	-65.64914861194937	0.9917429425086225	0.9250995763187062	0.7804781452799773	0.8380405589684835
821000	-823.8322003960513	-767.3186824995371	-56.51351789651429	-767.3186824995371	3.4650225970392867	-56.51351789651429	1.0582205520246726	1.0269559659491065	0.7244827596720683	0.8291226791658767
822000	-830.5672237228252	-768.058259755686	-62.50896396713921	-768.058259755686	3.875032818892839	-62.50896396713921	1.1776356501727332	0.9725691410594137	0.7533402178014865	0.8546103442364309
823000	-828.7406018617789	-770.6465835296682	-58.09401833211079	-770.6465835296682	3.836972185723222	-58.09401833211079	1.1344069493069064	0.9735962221413093	0.9132769508045919	0.8826469171621386
824000	-844.5672559068901	-777.509884863799	-67.05737104309108	-777.509884863799	4.573345320887024	-67.05737104309108	0.8824510413277562	0.9766456565495097	0.8069079995304169	0.8180672589558298
825000	-826.7848532347003	-770.0030351256963	-56.781818109004	-770.0030351256963	3.6621446720868356	-56.781818109004	1.4669179592177997	0.9969533134785618	0.8325249848216573	0.7828384600738704
826000	-825.9023236492583	-769.753298147459	-56.1490255017993	-769.753298147459	3.413380755144426	-56.1490255017993	1.1368045426996372	1.026979342296007	0.9545966203328764	0.8627310141238304
827000	-824.9767676273768	-765.7102024889901	-59.266565138386696	-765.7102024889901	3.730991849678614	-59.266565138386696	1.172448941961311	0.96834313065262	1.0162073979164394	0.9370212802592499
828000	-826.6874688998494	-762.5753329208477	-64.11213597900168	-762.5753329208477	3.912610734228212	-64.11213597900168	1.0785327531786342	0.9398968554643007	1.0975373639064467	0.9507186587231659
829000	-819.7887158800313	-758.2027456427405	-61.5859702372908	-758.2027456427405	4.214245023380205	-61.5859702372908	1.0504588198546774	1.0337082214341342	1.1236573430952552	0.9314883177218954
830000	-829.9146263926915	-765.5369709326447	-64.37765546004677	-765.5369709326447	3.984907044747437	-64.37765546004677	1.1434899554190419	1.0342757239614766	1.0277145764825213	0.9386688334779293
831000	-846.9549121109383	-777.608020595553	-69.3468915153853	-777.608020595553	4.137408805775839	-69.3468915153853	0.892035618239737	0.9484713993456919	0.8839673160576512	0.9073011289909962
832000	-848.3693315601078	-785.9990274673472	-62.370304092760584	-785.9990274673472	3.813782913275343	-62.370304092760584	0.9814748477995868	1.0140856080176364	0.9009701295708596	0.9008914187524789
833000	-864.502273136817	-793.7838732093004	-70.7183999275167	-793.7838732093004	5.117812705819864	-70.7183999275167	0.9256195314562214	0.9326996854727803	0.9453781689081896	0.9152770343804022
834000	-859.4554411960473	-788.9695300441183	-70.48591115192906	-788.9695300441183	4.690353457874828	-70.48591115192906	0.9573601877760739	1.0249671576413262	1.1391497740098437	0.9304177979895476
835000	-837.8261709766598	-784.7803900436171	-53.045780933042735	-784.7803900436171	3.368414217792428	-53.045780933042735	1.5144170617680643	1.0289874708250633	1.1775899464365376	0.9407959994985974
836000	-835.2675969070734	-772.7311999958902	-62.536396911183274	-772.7311999958902	3.982704672490981	-62.536396911183274	1.4689029376861182	0.8908916522348811	1.1938742931740336	0.9860202851902075
837000	-846.6238678858562	-766.7217704181686	-79.90209746768755	-766.7217704181686	5.105137529232311	-79.90209746768755	0.9565760936848402	0.8397815300224318	1.3224703472518224	1.0320282623360812
838000	-826.369757812533	-770.376742154854	-55.99301565767892	-770.376742154854	3.4817262786350023	-55.99301565767892	1.5927124752966602	1.041697376955455	1.3798820006356465	1.0303741358452518
