#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:ruhlen" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:ruhlen" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:ruhlen" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#                <parameter id="growthRate.t:ruhlen" name="growthRate" spec="beast.core.parameter.RealParameter">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ruhlen" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ruhlen" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.ruhlen" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ePopSizePrior.t:ruhlen" name="distribution" x="@ePopSize.t:ruhlen">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:ruhlen" name="distribution" x="@growthRate.t:ruhlen">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="mu" spec="beast.core.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="scale" spec="beast.core.parameter.RealParameter">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <prior id="ucldStdevPrior.c:ruhlen" name="distribution">
#            <parameter id="ucldStdev.c:ruhlen" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ruhlen" id="treeLikelihood.ruhlen" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ruhlen">
#            <siteModel id="SiteModel.s:ruhlen" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:ruhlen" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ruhlen" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ruhlen" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="MutationDeathModel.s:ruhlen" spec="beast.evolution.substitutionmodel.MutationDeathModel">
#                    <parameter estimate="false" id="deathprob.s:ruhlen" name="deathprob" spec="beast.core.parameter.RealParameter">0.1</parameter>
#                    <frequencies id="freqs.s:ruhlen" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="RealParameter.1" name="frequencies" spec="beast.core.parameter.RealParameter">1.0 0.0</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:ruhlen" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:ruhlen">
#                <LogNormal S="@ucldStdev.c:ruhlen" id="LogNormalDistributionModel.c:ruhlen" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="100" id="rateCategories.c:ruhlen" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:ruhlen" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	CoalescentExponential	ePopSize	growthRate
38000	-3408.504221041745	-3338.3778675263816	-70.12635351536362	-3338.3778675263816	0.36827169843846064	0.30544191825553946	0.9878286491502698	0.08962903401324736	0.29437967454779	-60.915038577251025	63.633474984173006	21.739489190943026
39000	-3408.9688323131686	-3342.080356857567	-66.88847545560165	-3342.080356857567	0.3585240083780245	0.28825758977177557	1.0007596477866132	0.08046110193168984	0.2749943067024607	-58.16834214646424	42.29843841025486	21.39761162637169
40000	-3396.0037682164966	-3327.6368840607743	-68.36688415572247	-3327.6368840607743	0.3907429966169797	0.3919925154341447	0.9769859079711669	0.14787935466019275	0.3844164295662896	-59.53659320757978	32.95790553838523	19.75591732107071
41000	-3396.6078183339346	-3331.2639720586567	-65.34384627527773	-3331.2639720586567	0.38582341047662955	0.3044146319433688	0.9675673840384486	0.08627400684955193	0.30259172517572297	-57.09251623213657	25.37434580145147	20.623721403448076
42000	-3402.7122501938297	-3334.8504937983307	-67.86175639549897	-3334.8504937983307	0.3694942120559453	0.21152351972891223	0.9807236326552649	0.04955277605968873	0.224484539553704	-60.31382909059553	20.13673432822448	18.739746461107252
43000	-3405.720093550057	-3335.0660872254152	-70.65400632464164	-3335.0660872254152	0.4064621293327287	0.2784146124941022	1.0098961637440445	0.08354736499688155	0.2794935637155088	-63.27597583985537	13.704138142109292	16.077685720512623
44000	-3410.747795740014	-3343.691112876559	-67.05668286345487	-3343.691112876559	0.3927326433961248	0.25681298036579303	1.011072591018995	0.06198891221038545	0.2418779250467205	-59.58504555248453	15.813888325449057	17.43354332982986
45000	-3407.1960394618486	-3338.0880262027204	-69.1080132591284	-3338.0880262027204	0.38508639733985445	0.29386678813090483	0.9981858007154207	0.06784583974638926	0.2574017953972745	-61.352188841107896	17.652088867237968	17.898501294479097
46000	-3424.3548064764755	-3342.0495256481204	-82.30528082835507	-3342.0495256481204	0.4925188555436166	0.348301355407053	0.9751902193775139	0.08177035836299539	0.28746991496303487	-73.91364205429178	29.922938012671263	14.437436112751953
47000	-3406.245928343661	-3330.300612438186	-75.94531590547523	-3330.300612438186	0.4127275572016205	0.38822601707457827	0.9563577310276272	0.12094339301125241	0.35548984438664505	-68.1252287362754	14.519941222727848	14.3467497711102
48000	-3424.026902015366	-3348.494825474359	-75.53207654100711	-3348.494825474359	0.4587342845004747	0.26832208334053514	0.937466258354507	0.053354631799898765	0.24291896923719042	-67.6609986967791	24.206694413565177	15.081207930742575
49000	-3413.570577333587	-3343.3173902285307	-70.25318710505647	-3343.3173902285307	0.42283937432528523	0.27093023747229905	0.975258541242046	0.05523037326621557	0.2419375430922616	-62.6898300862454	17.229187640705657	15.726560936209141
50000	-3418.2449896023054	-3346.6612742888083	-71.58371531349712	-3346.6612742888083	0.42696153707436996	0.20005148483563315	0.9723636530686924	0.03504967482120359	0.18983021461180735	-64.58935361967669	13.704944912663837	15.268533055259857
51000	-3412.945176220766	-3342.8554441400825	-70.08973208068358	-3342.8554441400825	0.42751964445141966	0.11295534059556075	0.9887561210747228	0.01113943911178071	0.10671728894915106	-63.239597565536755	18.7135330810256	16.358396162451996
52000	-3410.790000041763	-3339.7294283487645	-71.06057169299872	-3339.7294283487645	0.39603879125407376	0.26659043208806354	0.9667721948403085	0.050813858475613316	0.23370883862413147	-63.36664994505007	19.420746149400443	16.636110783586943
53000	-3386.4139723424096	-3314.004881854717	-72.40909048769254	-3314.004881854717	0.41051219681509266	0.3012652139937581	0.9575675913903897	0.0782016315726403	0.2914641792555648	-64.60247195403787	20.079109434856772	14.556622562587194
54000	-3356.4312233782734	-3284.9553334805314	-71.47588989774201	-3284.9553334805314	0.4389566637129777	0.3873525561473321	0.9600861363018562	0.14532426848158517	0.3843865103443087	-63.70683941427285	13.742022436870567	14.572463364779095
55000	-3356.836037716716	-3283.1727935456533	-73.66324417106259	-3283.1727935456533	0.4771696801635944	0.36580546360948807	0.9829558112228727	0.12784705568226096	0.3524197672524925	-65.46633551998445	21.718745640394932	16.19692235806602
56000	-3346.7807055230433	-3281.143130180496	-65.6375753425474	-3281.143130180496	0.36510207923574556	0.3870102742798503	1.0183658567336573	0.1283862658282369	0.35038398252773995	-57.094095156297605	24.100319788176275	21.141472627770035
