#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:table" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:table" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:table" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:table" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:table" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.table" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:table" name="distribution" x="@popSize.t:table">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:table" name="distribution">
#            <parameter id="ucldStdev.c:table" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@table" id="treeLikelihood.table" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:table">
#            <siteModel id="SiteModel.s:table" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:table" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:table" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:table" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="MutationDeathModel.s:table" spec="beast.evolution.substitutionmodel.MutationDeathModel">
#                    <parameter estimate="false" id="deathprob.s:table" name="deathprob" spec="beast.core.parameter.RealParameter">0.1</parameter>
#                    <frequencies id="freqs.s:table" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="RealParameter.1" name="frequencies" spec="beast.core.parameter.RealParameter">1.0 0.0</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:table" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:table">
#                <LogNormal S="@ucldStdev.c:table" id="LogNormalDistributionModel.c:table" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="136" id="rateCategories.c:table" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:table" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant
1940000	-1013.4685539818465	-771.0873929135859	-242.38116106826072	-771.0873929135859	4.671747820568411	0.06431897976258955	0.9878057977914015	0.0037744974208178523	0.06158632069046431	11.185465928169982	-241.0825218539285
1941000	-1025.4199606772747	-778.056893666879	-247.36306701039575	-778.056893666879	4.722622943255517	0.16562516653981027	0.9965327687098019	0.023133201442589218	0.15200656298512852	13.068678393158526	-245.20807608666982
1942000	-1007.277398083683	-778.6283339418159	-228.64906414186714	-778.6283339418159	3.858052368081971	0.13627908142900175	0.9852511549046232	0.019097407440162254	0.13846264245275597	11.012461786247517	-226.83189471983653
1943000	-1012.7644645295908	-775.9481903887823	-236.81627414080842	-775.9481903887823	4.695131028695608	0.21909594953349687	0.9768229347657951	0.049112843434220274	0.2261455205781923	9.697101616704268	-234.69085016996488
1944000	-1032.8479468455357	-789.2658004872538	-243.58214635828188	-789.2658004872538	4.725164373193868	0.10400830386278098	0.9896471273032081	0.008579495738921571	0.09280872741312635	11.14131054278086	-241.96226096780245
1945000	-1015.2608634088239	-777.6882224711264	-237.57264093769746	-777.6882224711264	4.887133419222376	0.04664285642817482	0.9935215878959696	0.0017191019898832604	0.04170716053756825	12.327806049241604	-236.37098692329477
1946000	-1015.8850907978563	-775.7665299780011	-240.1185608198551	-775.7665299780011	3.9735318299350615	0.054606788760672854	0.9970613343166724	0.0029939766945831724	0.054821392622486205	14.57115733725895	-238.65628993967067
1947000	-1015.0548641434699	-778.6967594968467	-236.35810464662325	-778.6967594968467	4.11718298773875	0.0060849800207802085	1.0007176663205684	4.456862172871197E-5	0.006675747278537595	10.307416974776276	-236.37933951480161
1948000	-1008.1223893601268	-769.1173722331127	-239.0050171270141	-769.1173722331127	4.377499751103	0.004505783723076721	1.000753455235378	2.4430339395871672E-5	0.0049407196726122616	14.649688437294785	-238.8171642825049
1949000	-1013.1902791213352	-778.0208896799852	-235.1693894413499	-778.0208896799852	4.122869960659258	0.0028329873936313098	1.0001479147790593	1.048427038562908E-5	0.003237409769534465	13.603396884976904	-235.2736557724114
1950000	-1008.9338613699504	-776.1341425029707	-232.79971886697973	-776.1341425029707	4.340476387934805	0.0030440534073587523	1.0007314393629738	9.645521521062563E-6	0.0031049706611542263	11.327243187241482	-233.05345780964757
1951000	-1012.6205196138524	-779.2950250001968	-233.3254946136556	-779.2950250001968	4.723613197455158	0.00621296798409202	0.9997899076953393	3.370525388939063E-5	0.005803293927706088	10.652784224882858	-233.30385343767142
1952000	-1012.001896541837	-769.2713489203563	-242.7305476214807	-769.2713489203563	4.652928859492872	0.006024515880119955	1.0010508745936937	3.7654019410457476E-5	0.006133090511778325	13.640321112710977	-242.47637205196557
1953000	-1014.9537914520304	-774.6162512156495	-240.33754023638087	-774.6162512156495	4.847604540206418	0.03382556517886641	1.0078431934610013	0.0010567755136574731	0.03232540627231207	15.380903736401104	-239.096106624635
1954000	-1013.0229291574451	-769.8345155595387	-243.18841359790642	-769.8345155595387	4.6266403737275485	0.010965600339867227	1.00070306537405	1.3479376939333758E-4	0.011601354203326582	13.225748976891563	-242.6764189164852
1955000	-1022.9255183843568	-784.2828522445957	-238.64266613976108	-784.2828522445957	5.129785875506572	0.03895330022154959	0.9933622583095599	0.001604673434023624	0.03984288254326707	10.885517226175125	-237.66851523308944
1956000	-1014.5509601233623	-770.5563031922411	-243.99465693112114	-770.5563031922411	4.553385138037331	0.03857641613548715	1.0066951728963016	0.0014407122036255338	0.037985392587298265	15.517374470463222	-242.67144195969243
1957000	-1013.5504430097297	-774.6939542435149	-238.85648876621485	-774.6939542435149	4.699289846336122	0.015279054695836444	1.000625376156247	2.0190015835789415E-4	0.014197713016183982	10.591440784740449	-238.40259498126963
1958000	-1014.2643479168064	-775.4981573570122	-238.76619055979413	-775.4981573570122	4.604899778535197	0.10673805745020516	0.9831877471940899	0.010798725275876978	0.1047922654603671	10.233468253879625	-237.2122260695596
1959000	-1007.7046768362479	-782.3486810244943	-225.35599581175356	-782.3486810244943	4.153297668974467	0.1824034076927123	0.9746655697246951	0.029031079259922828	0.17009497001515336	9.292621491116737	-223.45364336357832
1960000	-1017.4737968984158	-782.20080301791	-235.27299388050582	-782.20080301791	5.105851614443864	0.05308711265303208	0.9941397641584774	0.0021825485710281122	0.04682184682550836	12.324524702699485	-233.99514948131065
1961000	-1016.5730072608708	-783.1709506828959	-233.40205657797495	-783.1709506828959	4.313859501766139	0.06364779754249403	0.9860793983859141	0.003974602159921239	0.06338597407822133	12.6036162662643	-231.99063593270006
1962000	-1020.4296014519707	-780.0954790217311	-240.33412243023963	-780.0954790217311	5.262008667999874	0.03710730124528458	1.0034088973775797	0.0013834415187126002	0.037251330013449616	10.503447628058138	-239.4228872135736
1963000	-1005.0521008764897	-773.3779970961156	-231.6741037803742	-773.3779970961156	4.437655547101294	0.1391380435520388	0.9773861168459143	0.020170954659593312	0.14215439734241903	11.621435887594794	-229.78606572177208
1964000	-1017.258157382401	-781.8414365110643	-235.4167208713367	-781.8414365110643	5.12453860582848	0.19873092915908652	0.9612233565694603	0.04223570594930029	0.20703421230841323	12.569447789739865	-233.1300960662369
1965000	-1013.6402349133762	-777.4451438814315	-236.19509103194466	-777.4451438814315	4.914427627336174	0.1189280934518534	0.9741920320048929	0.013389250012489013	0.11581440354796788	11.937320459596458	-234.40541273522533
1966000	-1010.8247901419551	-767.6994263298259	-243.12536381212922	-767.6994263298259	5.213748632378588	0.05910776048110274	0.9800340634842024	0.003335703462801551	0.058259859918869256	11.97697301571772	-241.8108998284419
1967000	-1011.5119997074007	-776.3029681918172	-235.2090315155835	-776.3029681918172	4.820292027676299	0.06308151163378313	0.9798531070176432	0.004659789797859386	0.06860931314169277	13.924271086285774	-233.70355861466217
1968000	-1010.2577867557425	-776.9877592510671	-233.2700275046753	-776.9877592510671	4.582504162439954	0.19331247034692828	0.9766178242299176	0.04608903634092931	0.21789736547497654	10.979564417011227	-231.14555143764463
1969000	-1002.0451302658219	-766.7991254836818	-235.24600478214003	-766.7991254836818	4.145202489925105	0.1338596908090014	0.9942838792324057	0.017450902028886196	0.13341052434438974	13.47860256262979	-233.24134159037843
1970000	-1011.6359246649549	-775.5715464242173	-236.06437824073754	-775.5715464242173	4.710480411190738	2.3803935385305529E-4	0.9999407250713396	4.461382952496129E-8	2.112198948480842E-4	13.08886717451244	-237.35424704361034
1971000	-1012.5028698014389	-774.3014634863994	-238.20140631503952	-774.3014634863994	4.60097950437072	0.11090662058491131	0.9810887850981587	0.009653075087385183	0.09954242045563991	11.693888078093911	-236.4854854286221
1972000	-1010.1615973409141	-774.6128527552111	-235.548744585703	-774.6128527552111	3.9698304633768564	0.08996247667405147	1.0062005777922998	0.005778338192338723	0.07633340124712737	10.984847970384347	-234.04657495839396
1973000	-1007.9954489361896	-773.624638488268	-234.3708104479216	-773.624638488268	4.115880543132702	0.08915188758520978	1.0158079116847574	0.006471367744652542	0.07931865386422984	11.744304048823606	-232.80807898695824
1974000	-1001.8582124550896	-768.920105822497	-232.9381066325926	-768.920105822497	4.215790366165583	0.07570895691907734	1.004982547060778	0.005170849266062824	0.07106961477913427	9.22981538138362	-231.72675471683036
1975000	-1023.3151136167795	-780.4079149740666	-242.90719864271298	-780.4079149740666	5.0169164003875	0.042790893810867786	1.0047348532664706	0.001985159875091463	0.04422109686920334	13.326276950532419	-241.67743444124983
1976000	-1017.6708036634443	-782.597549574819	-235.07325408862533	-782.597549574819	4.677070715149645	0.13226341372697703	1.0225920698224813	0.014611069099793992	0.11896960221672655	11.880842589534936	-233.20447019233285
1977000	-1025.0553702500704	-788.7635145913108	-236.29185565875952	-788.7635145913108	5.000739693790478	0.014415354959874655	0.9991605098353836	1.473895994801195E-4	0.012136924180625877	11.036202359823516	-235.82587886695458
1978000	-1000.1211880067433	-777.0248503405662	-223.09633766617705	-777.0248503405662	4.237341386154353	0.05556764964110877	1.0113542475036488	0.0026217042894180263	0.05115501522597784	7.8988938779307345	-222.23584135263798
1979000	-1016.3790440577993	-783.1611044250537	-233.2179396327456	-783.1611044250537	4.923034676829285	0.001070512681182375	1.000132150245985	9.843955022433016E-7	9.920159491442334E-4	10.567836229666039	-234.02738400409305
1980000	-1000.342213366494	-771.0212887669768	-229.32092459951718	-771.0212887669768	4.774261763935866	0.0016563418486571229	0.9999602752565317	2.2926236908582032E-6	0.0015140650340632147	11.770212900400347	-229.82012551295935
1981000	-1015.040498950585	-785.1027033431902	-229.93779560739472	-785.1027033431902	3.931040140149097	0.05188133351182098	0.9988506883901683	0.0023053735488319845	0.04807515871726117	11.902653279344394	-228.70851609298262
1982000	-1016.8831942726725	-781.0690415410893	-235.81415273158322	-781.0690415410893	5.007267174948117	0.07421540280311062	0.9957710224487754	0.00463865125538842	0.06825814861028245	11.83540196120221	-234.36722886729316
1983000	-1004.6874485008918	-773.5345488715554	-231.15289962933636	-773.5345488715554	3.956654279382474	0.025979924311156775	1.0057457519352202	5.444809181519169E-4	0.023288284014110393	10.419228735165058	-230.44297966758654
1984000	-1006.5009861795728	-772.5463244020432	-233.95466177752965	-772.5463244020432	4.73373993353169	0.002323034974355861	0.9998509182311729	4.669651367919403E-6	0.0021601849996078105	12.114535150788813	-234.26754668408788
1985000	-1010.6795169359109	-776.0211711016174	-234.6583458342935	-776.0211711016174	4.496636008562572	0.0089205472429635	1.000888744416357	7.470613862952671E-5	0.008636921921500682	10.795234458711425	-234.44979617040207
1986000	-1009.6500516173055	-786.3768198601366	-223.2732317571689	-786.3768198601366	4.0550526507880384	0.01657409255215916	1.0022099756444973	2.7985903830678855E-4	0.016717276695590325	10.388774062373878	-222.7978101653321
1987000	-1012.9733060569292	-782.9071299436115	-230.06617611331774	-782.9071299436115	4.666212028068881	0.04009906403824956	0.992603618109644	0.0014375786581083375	0.03798408985395797	9.981022389700644	-229.16242595803527
1988000	-1018.8021685366748	-774.7147128772632	-244.08745565941155	-774.7147128772632	5.1427832909581115	0.11307167712793531	0.9950483623532965	0.010826185486529034	0.10428251371995367	11.947173623519937	-242.335536118457
1989000	-1010.402719495666	-777.4923696051025	-232.91034989056354	-777.4923696051025	4.997370587559099	0.04498401755552845	1.0092291953686845	0.0020049093747824347	0.04463137462270461	12.205108981336418	-231.73971450132015
1990000	-1005.0826916560733	-774.2229939385533	-230.85969771752002	-774.2229939385533	5.028348040327112	0.04879494519599112	0.9815570432143037	0.002548866533916942	0.05086254575504292	10.4756240963415	-229.79444757373216
1991000	-1021.4888623347906	-779.3881121133101	-242.10075022148055	-779.3881121133101	5.0252174499737	0.04710742585627597	1.0002223021709038	0.0022565379148047978	0.04747087884825901	10.415857739876857	-241.06184471353123
1992000	-1026.4326269241	-782.7862425786949	-243.64638434540518	-782.7862425786949	4.769555858386745	0.030484557237019077	1.0029394050353808	0.0010661540713533862	0.032699562604799295	10.478627692703116	-242.8453681723051
1993000	-1016.6897716728602	-779.4180982530931	-237.27167341976698	-779.4180982530931	4.434683859202904	0.03956706098673059	0.9985057056154975	0.0015799587358181666	0.03983135964693142	12.37486971070151	-236.16048316533212
1994000	-1006.6794865061889	-771.8163510866543	-234.8631354195346	-771.8163510866543	3.8263864073669906	0.019396271164222437	1.0009410879221874	3.813530908334481E-4	0.01952644211472491	10.672915874029128	-234.28094717097613
1995000	-1024.303645869991	-778.2670744862858	-246.0365713837052	-778.2670744862858	4.495883870820568	0.01447382205192254	0.9997904722759645	2.334163697557976E-4	0.015277045083301518	12.19217158266999	-245.46896486185065
1996000	-1029.1933268561602	-784.1899113822574	-245.0034154739029	-784.1899113822574	4.789901875499236	0.032206046531209745	1.0027307706348665	0.001124821888936591	0.033563685283398495	15.901685546926382	-243.7555126119795
1997000	-1011.9621929167739	-773.0039184815292	-238.9582744352447	-773.0039184815292	4.797317733011973	0.0019763367416918086	1.0000970069513513	4.021340370494147E-6	0.002005497446510006	14.123752671624743	-239.19302940937166
1998000	-1012.6478037620899	-766.3762750022611	-246.2715287598288	-766.3762750022611	4.630599544553132	1.1297144466015307E-4	0.999965831482991	1.48172386767903E-8	1.2172747504986019E-4	13.340030880774856	-247.8858542779362
1999000	-1014.1678355116472	-777.8945107337469	-236.27332477790037	-777.8945107337469	4.7032806904935045	0.033743694880573494	0.9942922194732527	0.0011012382430061068	0.03331461173061457	13.37877454394505	-235.17267849133538
2000000	-1016.8231191138798	-768.1553049283775	-248.66781418550227	-768.1553049283775	4.899243178060586	0.21693552217919804	0.9552307339063351	0.056808423873911953	0.2400874567021968	14.987135699937088	-246.11724446189953
2001000	-1024.373495702559	-778.7166183941509	-245.65687730840807	-778.7166183941509	4.718947176940686	0.11821522051667986	0.9553324479090343	0.014546741154596789	0.12403426901280865	14.519940942393893	-243.67598039476943
2002000	-1015.3204016944784	-769.6466775143704	-245.67372418010802	-769.6466775143704	4.642229339181507	0.06933580467971104	0.9875314803369679	0.005852894512605715	0.07670152366316246	13.272064448822498	-244.1563232073256
2003000	-1007.4392760220637	-771.289962488005	-236.14931353405876	-771.289962488005	4.370284276965175	0.020252521294223415	0.9976486465480161	4.116919703774817E-4	0.02029138011563135	11.107616267380653	-235.5050729201184
2004000	-1022.6630316329703	-782.3155134071561	-240.34751822581413	-782.3155134071561	3.8750924265556534	0.08301335992207087	1.0143549014831674	0.008032629168104306	0.0892949154007883	12.811952135452188	-238.74669519952232
2005000	-999.7958611519214	-767.1967764063726	-232.59908474554885	-767.1967764063726	3.9005406728638015	0.10625330062282205	1.0149653713926365	0.013562665991312848	0.11575006953775956	9.446986098404663	-231.12845307022206
2006000	-1003.7758897518527	-766.3673052451906	-237.40858450666215	-766.3673052451906	4.5757784482498005	0.06510302516788878	0.9921120995614992	0.004403732691179615	0.06675914031065366	13.16565804137133	-235.93931743102158
2007000	-1003.1126779971931	-772.8138017196106	-230.2988762775825	-772.8138017196106	4.994017229775568	0.10669357438669659	1.0084641738948352	0.012228561429520425	0.11040724633219352	9.933307808772163	-228.77499019225073
2008000	-1015.6839853575682	-783.5673014323124	-232.11668392525578	-783.5673014323124	4.85364111560093	0.21072019350695673	1.0219781821050025	0.05908579166323395	0.2388993859035807	10.689363307702644	-229.93371538238102
2009000	-1016.5851589128094	-775.6025642650004	-240.982594647809	-775.6025642650004	6.201879124763611	0.16744562777406677	1.0232763568853702	0.0341180500959264	0.17865992456693786	13.22851353857021	-238.80564780322064
2010000	-1000.1957022356162	-761.5333162268635	-238.66238600875278	-761.5333162268635	4.604938503860428	0.13884059069837545	1.0025990754121152	0.021280132654015557	0.1446670598669482	10.740293929940787	-236.85496099253444
2011000	-1025.4959088143555	-776.7669093368191	-248.72899947753643	-776.7669093368191	5.665670998799472	0.15231602805888445	0.9803936291590145	0.023346970171074	0.1525654487511181	15.753700242494984	-246.46056905817053
2012000	-1012.6909515057216	-767.5912725105464	-245.09967899517522	-767.5912725105464	3.811519880082544	0.17720562648539914	0.9872118480120899	0.0299800171809844	0.17236307785697647	12.11455925024673	-242.95905974135644
2013000	-1010.5796886998543	-776.0830537377856	-234.4966349620687	-776.0830537377856	4.643262088381015	0.10879260104693031	0.9900743733495023	0.010864539069232328	0.10511717330178283	9.487178019081181	-233.00423524102118
2014000	-1009.8714886581447	-771.9280183674639	-237.94347029068084	-771.9280183674639	4.741383487438	0.03173136081533887	0.997855787836793	0.00103534164250124	0.03219638423641732	11.923177137292317	-236.99158768750883
2015000	-1011.3280233553693	-767.4524130364007	-243.8756103189686	-767.4524130364007	4.054504698885302	0.1337830573677555	1.028409645281191	0.02156883797041426	0.14387527619692944	11.404732778539328	-242.0384864484692
2016000	-999.8658261161847	-771.1702235748627	-228.69560254132205	-771.1702235748627	3.783642132858042	0.027070203892434645	1.0034636823115206	8.074724363286628E-4	0.02827903592733196	9.77795451785192	-228.02742356918853
2017000	-1007.6788714726456	-776.7807441091666	-230.898127363479	-776.7807441091666	4.2073475439536905	0.038063602274901624	1.011246078472504	0.0016893572606704944	0.04086673438446519	10.080646449854349	-230.01375947638724
2018000	-1008.0606513530695	-770.9440131636369	-237.1166381894326	-770.9440131636369	4.611321363891256	0.03622892615125634	1.0011615751340266	0.001478409978495756	0.0382810226563513	13.089942169331048	-235.9985916621961
2019000	-1008.345756836806	-786.5497587842715	-221.79599805253457	-786.5497587842715	3.9932837510543755	0.0019198371574513202	0.9999823038541911	3.935590839295035E-6	0.001983552928800003	9.145578847868313	-222.47884209285573
2020000	-1004.0785028011074	-767.7764266184765	-236.3020761826309	-767.7764266184765	4.275676674126474	4.8568425287705405E-4	1.000124043541898	2.38693440385046E-7	4.885296536583989E-4	13.233721257385632	-237.25196865482079
2021000	-998.4490383948979	-766.5898066200098	-231.85923177488814	-766.5898066200098	4.495233723359076	4.4427852488702416E-6	1.0000007303410297	1.8577792197067332E-11	4.31019364619963E-6	10.381665248170323	-235.21435653167552
2022000	-1000.6416006648503	-772.357788648698	-228.28381201615235	-772.357788648698	4.646976353881547	1.2203806689527076E-4	1.0000082184739596	1.5399459861708824E-8	1.240944916445715E-4	12.784756404168919	-229.9050876641692
2023000	-999.2605602744302	-762.2041253950093	-237.0564348794208	-762.2041253950093	3.736352407346051	0.001444208316289481	1.000164160713861	2.1131216163521105E-6	0.0014537134476081002	14.824300550488157	-237.38859340679156
2024000	-1007.259559569029	-765.9514281093758	-241.30813145965314	-765.9514281093758	4.059311059645617	0.09232310158899999	0.9939440090933657	0.008364291463333118	0.09210217970049439	12.392739133246181	-239.66726152507005
2025000	-1015.2245205042873	-771.3461116845939	-243.8784088196934	-771.3461116845939	4.3412595003610015	0.029241264650168436	0.9978984501905491	8.150616178426557E-4	0.02863740692920745	14.391716669381823	-242.78250386369407
2026000	-1010.3744531743848	-780.3569758334277	-230.01747734095713	-780.3569758334277	4.509119435338536	6.112196255034198E-4	1.0000352902993113	3.7495613927411875E-7	6.123662981225311E-4	8.35721040614973	-231.32083976112872
2027000	-1014.3959220255681	-772.4226196364491	-241.97330238911906	-772.4226196364491	4.381448440587145	9.554414756181499E-4	0.9997745591679481	7.547758902105359E-7	8.688923422033095E-4	14.914190973997298	-242.49090640028567
2028000	-1007.7269251351262	-775.130677270694	-232.59624786443212	-775.130677270694	4.882273820523665	0.0016724503945851124	0.9998824494156577	2.891864678579808E-6	0.001700683384941292	13.278183114113322	-232.97040035647882
2029000	-1026.971380306945	-786.1116099781158	-240.8597703288294	-786.1116099781158	5.463368319142127	0.009734206929354302	1.0015061780267664	1.0115969075265794E-4	0.010053433236835834	8.399806647755536	-240.85979840554054
2030000	-1005.5312379034955	-772.8966649444237	-232.63457295907173	-772.8966649444237	4.098191787754654	0.07300755656684618	1.0029474292988865	0.006221466122907949	0.07789201722710332	8.260164629815625	-231.55801710628114
2031000	-998.5368365719324	-768.0718588138741	-230.46497775805838	-768.0718588138741	3.657501538529297	0.007607032575903263	0.9992034140436792	5.87171668045294E-5	0.007659275016475423	9.492980226909426	-230.46175411197405
2032000	-1016.6819260283628	-767.7251224225229	-248.9568036058399	-767.7251224225229	4.020428333039125	0.13436630931524965	1.0128741244988446	0.01751961941742566	0.13116055770800492	12.708261440463223	-247.00792579800952
2033000	-1018.9691450306856	-772.6655251299004	-246.3036199007852	-772.6655251299004	5.170352666071346	0.22134669938259555	0.9768172399716771	0.0519975552115334	0.22457827484396883	11.943978425563426	-243.95919664358112
2034000	-1010.7533030958168	-772.2257026531694	-238.52760044264738	-772.2257026531694	4.224405204711376	0.10805301538722856	1.0028210271117706	0.01215031247302161	0.10858628853605333	13.894606616048062	-236.65871831344825
2035000	-1011.0728300168555	-779.0077741910591	-232.06505582579643	-779.0077741910591	4.164883074582877	0.01819942760993049	0.9958810805339843	2.906110252574967E-4	0.0170271119783936	10.414688728014182	-231.539816810772
2036000	-1017.4575450302563	-781.0918977060919	-236.3656473241643	-781.0918977060919	4.021536610035649	0.07259145676091257	1.0014105652302194	0.00575203867675862	0.07514106819197423	9.800086285755341	-235.12186586443232
2037000	-998.65229344397	-770.0436913198985	-228.6086021240716	-770.0436913198985	3.8457311920661814	0.15057622249292044	1.015210855616812	0.02462232985543462	0.15498110916823282	12.092660186854818	-226.61449307391152
2038000	-1008.0021785777351	-776.7530189658838	-231.24915961185133	-776.7530189658838	4.5190031426404955	0.0514070825929685	1.0050566011976347	0.0020306800527159895	0.0450583857854162	12.377271964526164	-229.98624927442788
2039000	-1018.1700440449889	-772.9626341619544	-245.20740988303456	-772.9626341619544	4.894818426107144	0.019736786170118238	1.0016713377538051	3.217119571382089E-4	0.017924600974612202	14.43732592361036	-244.31420986231035
2040000	-1016.4330140431584	-777.1532550947499	-239.27975894840856	-777.1532550947499	4.56483598645724	0.04777985224740377	0.9949204230910386	0.001938069688781608	0.04417725610117413	11.817233586296949	-238.106337756008
2041000	-1006.0203785428191	-773.9516228613353	-232.0687556814838	-773.9516228613353	3.8630718786554845	0.0059580965713875705	1.0001832456499953	3.6428496198067875E-5	0.006036059741668801	9.188209742563243	-232.21496713440345
2042000	-1008.5338576355573	-778.2168289117924	-230.31702872376493	-778.2168289117924	4.133299296876949	0.0012070483179838997	1.000227931367517	1.4797541115617566E-6	0.0012163836253946067	11.152901377163321	-231.016964418326
2043000	-1016.2071804672987	-777.2457282294964	-238.96145223780226	-777.2457282294964	4.45206041703246	3.875303782025516E-4	0.9999596203052293	1.4540969631972417E-7	3.8133438159473643E-4	14.722954223749372	-239.90890411909876
2044000	-1001.0998602428374	-764.6551423412382	-236.44471790159923	-764.6551423412382	4.107267429568411	1.3656864882094647E-5	0.999996395804455	1.894945217452364E-10	1.3765727722612676E-5	13.11803768165198	-239.04886045383827
2045000	-1009.5346555850367	-777.1062351802624	-232.42842040477436	-777.1062351802624	4.008691664209647	5.677698365376951E-4	0.9999141280560637	3.22263626485737E-7	5.677116319095783E-4	10.728724066315511	-233.51604664965714
2046000	-1023.4930143086425	-779.1968314613928	-244.29618284724972	-779.1968314613928	3.9754226374876467	8.216438705024184E-4	0.9998694030495517	6.31801338430792E-7	7.949088537033056E-4	14.314524863439667	-244.9246345505612
2047000	-1010.7806029215435	-780.6038157477612	-230.1767871737823	-780.6038157477612	3.834867702250446	0.04156842040437047	0.9987229144317281	0.0019031744156969535	0.04356608569684593	11.122776872208226	-229.1443113161861
2048000	-1009.3180852432484	-770.5242932456813	-238.79379199756718	-770.5242932456813	3.9127952061929294	0.04742436264414353	1.010891496877191	0.002696145070240911	0.05169414732161623	8.378912726447293	-237.96858068429373
2049000	-1006.8776969472124	-765.4865553725748	-241.39114157463763	-765.4865553725748	4.242793221061778	0.1279699364842566	1.0085885232894323	0.018399659854373383	0.13344738740220094	10.5890752948047	-239.66389774869862
2050000	-1009.8696557361712	-775.1225434905788	-234.7471122455925	-775.1225434905788	4.701111015716122	0.06317247880937364	1.0029523885897829	0.0036816874718833027	0.06035924446444352	11.628536264634773	-233.42090904199256
2051000	-1010.6803977998567	-777.9453564321087	-232.73504136774798	-777.9453564321087	4.531865613177056	0.03428627347832807	1.002322396370725	0.0011780222770952095	0.03429364165166978	11.2873907626558	-231.79561349561723
2052000	-1017.7668715702378	-777.9952250956039	-239.77164647463383	-777.9952250956039	5.004730319763607	0.09530955619291687	0.9951969225518845	0.008951552461660694	0.0940727359384658	13.24440572001628	-238.04183489472135
2053000	-1008.849760603518	-769.6422473988615	-239.20751320465655	-769.6422473988615	4.193273380664855	0.05871681061767385	1.0030182330745483	0.0030683114385716653	0.05521866244612014	12.008819978545867	-237.89447271848422
2054000	-1004.7858244472643	-765.834613248573	-238.9512111986913	-765.834613248573	4.191003733060968	0.10954259331612465	1.017064624854345	0.009828468336787648	0.0980020282004092	9.098611920136543	-237.49550396581338
2055000	-1002.9181135568292	-772.9133530076831	-230.00476054914614	-772.9133530076831	4.363884714594258	0.2424459798352243	0.9796773928889843	0.04948216370704005	0.22623877834967304	10.48712368887437	-227.69324936564547
2056000	-995.6826834749814	-764.5170363780782	-231.16564709690326	-764.5170363780782	4.433855650851591	0.15539702893094642	0.940029056340321	0.021628253369478545	0.1497818897616847	11.555206837465395	-229.1898683585922
2057000	-1011.4116293890679	-776.3062634114222	-235.10536597764582	-776.3062634114222	3.8292216708719438	0.13611975629844753	0.9551847438217834	0.01560757026474979	0.12834910126051213	13.296868694653584	-233.1006512692984
2058000	-1007.3525134940832	-774.0124428864326	-233.34007060765057	-774.0124428864326	4.2369349219438535	0.26212409929334357	0.9927938620526754	0.05697779516258314	0.24182110833967943	9.185804245301519	-231.0735922314926
