#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:table" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:table" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:table" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.table" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:table" name="distribution" x="@birthRate.t:table">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@table" id="treeLikelihood.table" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:table">
#            <siteModel id="SiteModel.s:table" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:table" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:table" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:table" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="MutationDeathModel.s:table" spec="beast.evolution.substitutionmodel.MutationDeathModel">
#                    <parameter estimate="false" id="deathprob.s:table" name="deathprob" spec="beast.core.parameter.RealParameter">0.1</parameter>
#                    <frequencies id="freqs.s:table" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="RealParameter.1" name="frequencies" spec="beast.core.parameter.RealParameter">1.0 0.0</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:table" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:table" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
2814000	-825.3424620941989	-767.7300268317184	-57.61243526248055	-767.7300268317184	3.6340244610710393	-57.61243526248055	1.142361260759673
2815000	-828.2018187984381	-771.337371306112	-56.864447492326164	-771.337371306112	3.775235240413194	-56.864447492326164	1.117435538088481
2816000	-818.9254069414732	-765.7437696950898	-53.18163724638335	-765.7437696950898	3.7561929127299614	-53.18163724638335	1.2030177524510195
2817000	-842.3844757420366	-777.6271879203689	-64.75728782166769	-777.6271879203689	4.359744257481393	-64.75728782166769	1.0223676824131775
2818000	-850.863998765932	-783.0996374714977	-67.76436129443434	-783.0996374714977	4.151562672913245	-67.76436129443434	1.2890564567437837
2819000	-826.0929627215612	-768.9917780606595	-57.10118466090168	-768.9917780606595	4.152496759766116	-57.10118466090168	1.2013474195989873
2820000	-837.2182951035602	-778.046936435874	-59.171358667686206	-778.046936435874	3.8274834965632163	-59.171358667686206	1.2547238471531752
2821000	-839.6465538158808	-782.324259141452	-57.32229467442878	-782.324259141452	3.8331225982708763	-57.32229467442878	1.156670523895735
2822000	-838.0510087951154	-777.0086440674077	-61.04236472770782	-777.0086440674077	4.155314951089956	-61.04236472770782	1.0896147808097139
2823000	-844.5587612537937	-778.6618160792293	-65.89694517456435	-778.6618160792293	4.1688992214838825	-65.89694517456435	1.3270439875390163
2824000	-854.1996886257587	-790.5711297317646	-63.62855889399404	-790.5711297317646	3.723321680460831	-63.62855889399404	1.0500030263455264
2825000	-855.8317841266006	-791.9916632525532	-63.840120874047436	-791.9916632525532	3.636637697515869	-63.840120874047436	0.8011758452135521
2826000	-841.2106436943664	-786.6683302628854	-54.5423134314809	-786.6683302628854	3.303115212651775	-54.5423134314809	1.1259757989663035
2827000	-825.3233597616152	-769.074037588821	-56.24932217279412	-769.074037588821	3.736272934070069	-56.24932217279412	1.3752494101956472
2828000	-839.4060757616172	-777.0104235726816	-62.3956521889356	-777.0104235726816	4.154722548232869	-62.3956521889356	1.0504703973577194
2829000	-837.717381213178	-778.9522986015176	-58.76508261166038	-778.9522986015176	3.848282639665719	-58.76508261166038	0.9916057509309522
2830000	-847.1313759065824	-778.1364973144601	-68.99487859212223	-778.1364973144601	4.202344750828475	-68.99487859212223	0.779199757597683
2831000	-852.1488272154073	-784.2100937616165	-67.93873345379089	-784.2100937616165	4.054125544488658	-67.93873345379089	1.0906766127226057
2832000	-827.1705949077093	-768.9191224721287	-58.25147243558054	-768.9191224721287	3.6520178391716756	-58.25147243558054	1.1196313291423063
2833000	-833.7492229260246	-773.582662902005	-60.1665600240195	-773.582662902005	4.077524827506487	-60.1665600240195	1.3606958590442433
2834000	-840.7671414320403	-777.6933421242338	-63.073799307806446	-777.6933421242338	4.25779162117487	-63.073799307806446	1.2770167374191215
2835000	-844.3921706635917	-778.1415033080242	-66.25066735556753	-778.1415033080242	4.362345050825413	-66.25066735556753	1.077084851658135
2836000	-838.7517528358244	-784.0256220749561	-54.72613076086827	-784.0256220749561	3.861920914236425	-54.72613076086827	1.083706038949243
2837000	-836.6446306480051	-776.8634125930126	-59.78121805499245	-776.8634125930126	3.5430666489886806	-59.78121805499245	0.9716366676967222
2838000	-837.9738407991524	-780.0010403515504	-57.972800447602	-780.0010403515504	3.598281069038378	-57.972800447602	1.417063604723922
2839000	-861.2452269333197	-788.6250659363287	-72.62016099699102	-788.6250659363287	4.285904821116627	-72.62016099699102	1.061383552052027
2840000	-849.1276073246871	-787.0903073315559	-62.03729999313123	-787.0903073315559	3.6703318947975077	-62.03729999313123	1.154395354133912
2841000	-854.0732782795129	-781.2388607482859	-72.83441753122703	-781.2388607482859	4.268829258122899	-72.83441753122703	1.1175055696268357
2842000	-855.715435641961	-786.6992708559779	-69.0161647859831	-786.6992708559779	4.076526717949725	-69.0161647859831	0.9595426202442452
2843000	-856.2562229240572	-786.1222049353617	-70.13401798869548	-786.1222049353617	3.865024456949037	-70.13401798869548	1.035613698705246
2844000	-833.7995750239589	-777.2226501787349	-56.57692484522413	-777.2226501787349	3.4089073085612402	-56.57692484522413	1.2519580962131809
2845000	-859.2841782833434	-788.5426704328319	-70.74150785051155	-788.5426704328319	4.200337778147397	-70.74150785051155	0.8809516407338139
2846000	-832.5851057788614	-781.9536404965082	-50.631465282353155	-781.9536404965082	3.3478043428909445	-50.631465282353155	1.2589969151076439
2847000	-835.1191911649713	-773.3145786019555	-61.80461256301578	-773.3145786019555	3.970277549346829	-61.80461256301578	1.053297392715793
2848000	-819.9336076152636	-765.9237552884472	-54.009852326816336	-765.9237552884472	3.7396356346061412	-54.009852326816336	1.172964392697165
2849000	-826.6770337223772	-764.0447934804702	-62.632240241907134	-764.0447934804702	4.086199129864458	-62.632240241907134	1.0671527418476532
2850000	-820.5824322337423	-763.0919263921211	-57.49050584162126	-763.0919263921211	3.8054940381014326	-57.49050584162126	1.2349736013914132
2851000	-844.3230310982581	-776.9047807210419	-67.41825037721611	-776.9047807210419	4.031631425400346	-67.41825037721611	0.9356957610223668
2852000	-840.4130708924565	-780.9665680926747	-59.44650279978179	-780.9665680926747	4.037348433842653	-59.44650279978179	1.0753214194137157
2853000	-842.803203857158	-781.0374785132374	-61.76572534392067	-781.0374785132374	3.7232358047629677	-61.76572534392067	1.0780879079883754
2854000	-836.6439777838623	-776.6142178042048	-60.02975997965744	-776.6142178042048	3.8092248966411004	-60.02975997965744	1.1340222933337132
2855000	-830.6383808368324	-772.2772987774167	-58.361082059415736	-772.2772987774167	3.7746225770677135	-58.361082059415736	1.161874613684367
2856000	-829.2688107335068	-767.8373662576442	-61.43144447586261	-767.8373662576442	3.9803418636246355	-61.43144447586261	1.0435944996192845
2857000	-830.5879958486821	-776.534183752465	-54.05381209621715	-776.534183752465	3.836890341627933	-54.05381209621715	1.0985639154015978
2858000	-839.4087061686433	-775.607497993081	-63.80120817556237	-775.607497993081	4.180562143011706	-63.80120817556237	1.2242385069495814
2859000	-834.6429564119904	-774.2925562609097	-60.35040015108073	-774.2925562609097	3.7813240524283347	-60.35040015108073	1.295127516431935
2860000	-834.809177707852	-776.4097038337632	-58.399473874088855	-776.4097038337632	3.549752416566669	-58.399473874088855	1.2988079250367806
2861000	-843.2084069949491	-787.3678855274475	-55.8405214675016	-787.3678855274475	4.106558509078271	-55.8405214675016	1.1310539756849478
2862000	-832.6684376124612	-773.7505701920326	-58.91786742042858	-773.7505701920326	4.117994048642082	-58.91786742042858	1.192742997163849
2863000	-843.1264473639174	-779.209403049729	-63.91704431418843	-779.209403049729	4.499699017676998	-63.91704431418843	1.0048758121434176
2864000	-827.6124676727104	-777.50799203694	-50.1044756357704	-777.50799203694	3.407869369951868	-50.1044756357704	1.616925840765257
2865000	-848.4415905528873	-785.5731650295907	-62.86842552329666	-785.5731650295907	4.130750956247482	-62.86842552329666	1.0251975877457766
2866000	-841.4698708921488	-782.8533211763962	-58.616549715752605	-782.8533211763962	3.7116474998064914	-58.616549715752605	1.3864627438638022
2867000	-843.0090174104266	-782.1943550589488	-60.81466235147783	-782.1943550589488	3.688291339879667	-60.81466235147783	1.0128605242446076
2868000	-838.3746146612693	-779.7395630969796	-58.63505156428974	-779.7395630969796	3.6436502772913477	-58.63505156428974	1.1624833097804637
2869000	-830.1722207738366	-781.7770111009501	-48.395209672886494	-781.7770111009501	3.305567509143094	-48.395209672886494	1.4614556954780995
2870000	-835.6005609155245	-774.1570779002458	-61.443483015278765	-774.1570779002458	3.4465216508021865	-61.443483015278765	0.9379281484775647
2871000	-831.8935075292829	-774.4255591817033	-57.46794834757961	-774.4255591817033	3.397708760850024	-57.46794834757961	1.2369908365828848
2872000	-823.0620963235085	-764.7095174412417	-58.35257888226684	-764.7095174412417	4.043991142968636	-58.35257888226684	1.1013142542679448
2873000	-848.2070676883886	-783.9591297658369	-64.24793792255177	-783.9591297658369	4.224874179049588	-64.24793792255177	1.046417671623925
2874000	-830.3192219095158	-780.1695276970919	-50.14969421242387	-780.1695276970919	3.7970173533540668	-50.14969421242387	1.1180783641294854
2875000	-839.2560298134919	-781.9361388010203	-57.319891012471494	-781.9361388010203	4.095392708303796	-57.319891012471494	1.1114855048074503
2876000	-836.1828244763853	-778.7499980413337	-57.432826435051595	-778.7499980413337	4.154432780173098	-57.432826435051595	1.161636423723367
2877000	-837.7061143210365	-778.7174096152503	-58.98870470578623	-778.7174096152503	4.03001923866972	-58.98870470578623	1.4393183013591557
2878000	-837.1412558761328	-774.3970819543998	-62.744173921732965	-774.3970819543998	4.089793155775888	-62.744173921732965	0.8120506400784655
2879000	-844.8457617972285	-779.5047578301924	-65.34100396703622	-779.5047578301924	4.262881257192089	-65.34100396703622	1.2309984763547879
2880000	-836.9886872856634	-777.3856944595836	-59.60299282607981	-777.3856944595836	3.8650952901933686	-59.60299282607981	1.2240878926758625
2881000	-842.1581328864539	-787.8325975007646	-54.32553538568936	-787.8325975007646	3.2916222163917888	-54.32553538568936	1.4546971754434233
2882000	-839.7559335549697	-772.5636783794342	-67.19225517553552	-772.5636783794342	4.274069678712298	-67.19225517553552	0.887483900609116
2883000	-842.8443724100592	-778.1580999139031	-64.68627249615612	-778.1580999139031	4.283261094200398	-64.68627249615612	1.0854289526961705
2884000	-833.1825431863969	-774.663283965244	-58.51925922115289	-774.663283965244	3.651457053298017	-58.51925922115289	1.1117817346289476
2885000	-839.6517836517698	-778.5424618320994	-61.10932181967039	-778.5424618320994	3.7803368799823738	-61.10932181967039	1.123712009900075
2886000	-866.6832002622785	-796.4791107472383	-70.20408951504017	-796.4791107472383	4.019558623890286	-70.20408951504017	0.9015413126471643
2887000	-846.7682331259583	-785.3238136425051	-61.44441948345323	-785.3238136425051	3.6558204133409897	-61.44441948345323	1.0414050677320883
2888000	-843.0228003332828	-772.7214366166805	-70.30136371660231	-772.7214366166805	4.025346587173008	-70.30136371660231	0.8088453775295241
2889000	-833.6984459162777	-770.6657302540402	-63.032715662237514	-770.6657302540402	3.9399336779157728	-63.032715662237514	1.0660396459576877
2890000	-834.5484830552199	-776.9999788587589	-57.548504196460975	-776.9999788587589	3.9646039733314358	-57.548504196460975	1.1130447395949405
2891000	-844.987542187127	-786.8890744016319	-58.09846778549511	-786.8890744016319	4.0315518576284255	-58.09846778549511	1.070281452970927
2892000	-839.8073719717984	-785.5680995506034	-54.239272421195004	-785.5680995506034	3.7346240409195324	-54.239272421195004	1.2696452212193872
2893000	-839.1442645053711	-773.7815191651947	-65.36274534017639	-773.7815191651947	4.432439843505403	-65.36274534017639	1.138663219629784
2894000	-825.18819977925	-770.4141846022476	-54.774015177002376	-770.4141846022476	3.5565808163734407	-54.774015177002376	1.3244502168156385
2895000	-846.5232161823579	-779.1690503654685	-67.35416581688948	-779.1690503654685	4.6321524482705305	-67.35416581688948	1.2723003224366491
2896000	-850.0649807610303	-790.2118953669501	-59.8530853940801	-790.2118953669501	4.045891102452361	-59.8530853940801	1.026018314363498
2897000	-849.2380475149	-790.8296897659519	-58.40835774894809	-790.8296897659519	4.136027101514544	-58.40835774894809	0.9675809965157692
2898000	-830.7022663029595	-771.6953461333326	-59.00692016962691	-771.6953461333326	3.9895768878628086	-59.00692016962691	1.1534582457948663
2899000	-834.6173485383573	-779.2835664813607	-55.3337820569966	-779.2835664813607	3.2050522241080004	-55.3337820569966	1.5223923777090715
2900000	-844.4056310217525	-780.3378968596388	-64.06773416211367	-780.3378968596388	4.04182728596214	-64.06773416211367	0.9489727186353041
2901000	-847.6662397548222	-788.6570349523396	-59.0092048024826	-788.6570349523396	3.298129629817859	-59.0092048024826	1.023643932591367
2902000	-843.4301160766215	-780.7741108033922	-62.65600527322937	-780.7741108033922	3.70651303195109	-62.65600527322937	0.8438693199005722
2903000	-830.6069903405854	-779.1505820233809	-51.45640831720451	-779.1505820233809	3.3996126272940037	-51.45640831720451	1.3142153373287946
2904000	-817.8152724008575	-762.9275038236509	-54.88776857720658	-762.9275038236509	3.615457698452791	-54.88776857720658	1.1832935990952282
2905000	-831.6599137166891	-770.6236058207858	-61.03630789590335	-770.6236058207858	3.894182763360755	-61.03630789590335	0.858921820018583
2906000	-823.7855054225619	-773.1573930791747	-50.62811234338725	-773.1573930791747	4.144828521773351	-50.62811234338725	1.3731737077557349
2907000	-834.7194343334476	-773.5715021448767	-61.14793218857082	-773.5715021448767	3.980687998550912	-61.14793218857082	0.9904364263622829
2908000	-828.9915303999933	-770.5530717154755	-58.43845868451769	-770.5530717154755	3.8539741769229146	-58.43845868451769	1.1197710007728754
2909000	-843.6211044910934	-788.3094222986654	-55.311682192428094	-788.3094222986654	3.6404614204534225	-55.311682192428094	1.2657154589847033
2910000	-833.621604738698	-777.5932912735019	-56.028313465196064	-777.5932912735019	3.519939910166572	-56.028313465196064	1.282944424816699
2911000	-837.5798907657869	-773.089128437153	-64.49076232863388	-773.089128437153	3.9194326302039855	-64.49076232863388	1.0696950987357314
2912000	-840.700001588733	-783.4735529159638	-57.22644867276922	-783.4735529159638	3.6770232498140105	-57.22644867276922	1.1240137744231267
2913000	-820.9108966892545	-766.5753962251699	-54.335500464084646	-766.5753962251699	3.6241356668956306	-54.335500464084646	1.3187135479493002
2914000	-825.9356756349575	-772.1096412589184	-53.82603437603911	-772.1096412589184	3.6096233892109497	-53.82603437603911	1.1507191653280822
2915000	-830.6074988785439	-780.378460031804	-50.22903884673988	-780.378460031804	3.33475266401479	-50.22903884673988	1.395444876749245
2916000	-837.5736313025651	-770.6267942250481	-66.94683707751695	-770.6267942250481	4.18510536609143	-66.94683707751695	1.164252445903573
2917000	-832.3869811139675	-770.4430830029028	-61.94389811106481	-770.4430830029028	4.26775633167557	-61.94389811106481	1.4236904897874614
2918000	-838.240668427691	-775.4334856547745	-62.807182772916576	-775.4334856547745	3.891586741342258	-62.807182772916576	1.3555904731220012
2919000	-832.2483737221179	-779.6195680321556	-52.628805689962306	-779.6195680321556	3.5747087112651887	-52.628805689962306	1.3079387273676344
2920000	-832.8879979867041	-773.6387954983182	-59.24920248838586	-773.6387954983182	4.105530050363345	-59.24920248838586	1.3377709037183205
2921000	-840.0021242121663	-775.2761861593823	-64.72593805278409	-775.2761861593823	4.033226996973479	-64.72593805278409	1.1221575046570247
2922000	-828.5605949560049	-771.1106068672102	-57.449988088794676	-771.1106068672102	4.070373290656133	-57.449988088794676	1.154388377150443
2923000	-838.0668208993732	-777.9428922373273	-60.123928662045884	-777.9428922373273	4.133209843672854	-60.123928662045884	1.0979100656926934
2924000	-835.4369947922276	-771.6619440638772	-63.77505072835037	-771.6619440638772	3.895968857231566	-63.77505072835037	1.0786881795309167
2925000	-839.3476424121587	-772.4657747587374	-66.88186765342128	-772.4657747587374	4.357605417258493	-66.88186765342128	1.0004264518821333
2926000	-845.4511003320604	-777.7908145498579	-67.66028578220246	-777.7908145498579	4.569733740988274	-67.66028578220246	1.07882134389076
2927000	-827.3033676585923	-766.605566310079	-60.697801348513295	-766.605566310079	4.220129153178343	-60.697801348513295	1.3420239604641422
2928000	-840.7910921470663	-771.7935753723585	-68.99751677470773	-771.7935753723585	4.344399268774703	-68.99751677470773	0.8971944740145276
2929000	-823.5344641279538	-765.8411575175736	-57.69330661038024	-765.8411575175736	3.849465033589213	-57.69330661038024	1.2610717068635922
2930000	-830.7382948769482	-771.2888924169123	-59.449402460035856	-771.2888924169123	3.5887901398368753	-59.449402460035856	1.0171370790424417
2931000	-826.2071239408335	-767.5956599413585	-58.61146399947509	-767.5956599413585	3.8355653719336105	-58.61146399947509	1.021355698003512
2932000	-834.650583408799	-778.8787041958719	-55.77187921292708	-778.8787041958719	3.5718293180031413	-55.77187921292708	1.0418711382745933
2933000	-841.0278482484948	-782.0937193718912	-58.934128876603644	-782.0937193718912	3.7453466321651474	-58.934128876603644	1.283068629885769
2934000	-843.8339826455984	-784.1407707472523	-59.69321189834615	-784.1407707472523	4.066396007092254	-59.69321189834615	1.0381387400575282
2935000	-843.4853980994216	-780.843465562643	-62.64193253677849	-780.843465562643	4.186024547733519	-62.64193253677849	1.2013011455681704
2936000	-846.5026185363657	-782.1937450414255	-64.30887349494027	-782.1937450414255	4.136166441630326	-64.30887349494027	1.2409841237153685
2937000	-856.1147276235406	-792.0076477612904	-64.10707986225015	-792.0076477612904	4.565190446639612	-64.10707986225015	1.268830833690789
2938000	-872.4880996730509	-804.3179053689973	-68.17019430405351	-804.3179053689973	4.476644851160296	-68.17019430405351	1.0146842824938003
2939000	-851.213978740629	-790.4529832575254	-60.76099548310369	-790.4529832575254	4.110859297309715	-60.76099548310369	1.2040047215781333
2940000	-856.0429771028887	-792.3205195031719	-63.72245759971676	-792.3205195031719	3.7049186092712025	-63.72245759971676	1.025259989102086
2941000	-870.6258519336994	-806.1122255367401	-64.51362639695931	-806.1122255367401	3.928965640619132	-64.51362639695931	0.9676671904065735
2942000	-849.3964701965344	-792.4891969961948	-56.907273200339674	-792.4891969961948	3.3437562579225824	-56.907273200339674	1.3426260554480887
2943000	-842.7323766784881	-786.1838519099265	-56.5485247685616	-786.1838519099265	3.4602155915812935	-56.5485247685616	1.096171783178304
2944000	-844.8125455805479	-781.0178107111517	-63.794734869396144	-781.0178107111517	3.7984782670639508	-63.794734869396144	0.8587581054252839
2945000	-843.9118639385802	-776.7864581660685	-67.12540577251163	-776.7864581660685	4.080526301996721	-67.12540577251163	1.2897672534042637
2946000	-848.3924830694732	-786.4535441263436	-61.93893894312966	-786.4535441263436	4.268754402542975	-61.93893894312966	1.349199131218321
2947000	-852.9812487995702	-793.1295517521752	-59.85169704739492	-793.1295517521752	3.584940569122577	-59.85169704739492	1.4015371518274724
2948000	-835.4563528470561	-780.9101220840046	-54.54623076305159	-780.9101220840046	3.3779220653706514	-54.54623076305159	1.274413304441522
2949000	-833.8560418852784	-780.2962757523064	-53.55976613297191	-780.2962757523064	3.6709863074530436	-53.55976613297191	1.149454758850789
2950000	-848.2106857538547	-791.2672730411836	-56.94341271267111	-791.2672730411836	3.4196619754802104	-56.94341271267111	1.1644082890076115
2951000	-847.2408818403487	-790.6049222042503	-56.63595963609841	-790.6049222042503	3.384103800763847	-56.63595963609841	1.0501923391159997
2952000	-837.1447766351945	-775.5592022274475	-61.58557440774704	-775.5592022274475	3.7876536030487555	-61.58557440774704	1.0411281328628845
2953000	-839.8938804600468	-783.1394545776252	-56.75442588242166	-783.1394545776252	4.351195558342971	-56.75442588242166	1.2982300709354901
2954000	-843.2850315912998	-776.0427065846584	-67.24232500664138	-776.0427065846584	4.530134535462618	-67.24232500664138	1.0887481169943352
2955000	-833.5510737209688	-774.1654444830416	-59.385629237927205	-774.1654444830416	4.0188844017953675	-59.385629237927205	1.2741462466052245
2956000	-828.0776922880708	-774.1760324444895	-53.90165984358135	-774.1760324444895	3.6433545280334387	-53.90165984358135	1.2432911341683022
2957000	-833.0107645468646	-771.4886404600971	-61.522124086767484	-771.4886404600971	4.381951142230653	-61.522124086767484	1.2444528863113895
2958000	-829.5066762035718	-776.4928902352038	-53.01378596836801	-776.4928902352038	3.476492992542298	-53.01378596836801	1.6475575680113708
2959000	-850.4045631038458	-790.858424951494	-59.5461381523518	-790.858424951494	3.8338693878744885	-59.5461381523518	1.3330502287106711
2960000	-833.4910442452878	-773.9737450902163	-59.51729915507148	-773.9737450902163	3.645110865689481	-59.51729915507148	1.1158101781196847
2961000	-830.3879794837187	-774.5842417682117	-55.80373771550701	-774.5842417682117	3.843031884517889	-55.80373771550701	1.127310554434428
2962000	-847.4114208950474	-779.6230824367958	-67.78833845825156	-779.6230824367958	4.378860447783901	-67.78833845825156	0.9852221705735069
2963000	-837.9618349377495	-782.8289375957082	-55.132897342041254	-782.8289375957082	3.887657309126597	-55.132897342041254	1.101633673325402
2964000	-835.2174280870578	-774.6262805779506	-60.591147509107195	-774.6262805779506	3.3970460505368214	-60.591147509107195	1.1789213704423456
2965000	-843.8432772259766	-780.4638833966005	-63.379393829376056	-780.4638833966005	3.934694557965905	-63.379393829376056	0.9760027615194647
2966000	-835.0469527574165	-769.9694025867219	-65.07755017069466	-769.9694025867219	4.182744667933162	-65.07755017069466	1.1167135043688285
2967000	-842.4107696282737	-779.3519312658765	-63.058838362397196	-779.3519312658765	3.6764305291446493	-63.058838362397196	1.4091551014185162
2968000	-843.0980739735965	-791.3163592459633	-51.781714727633116	-791.3163592459633	3.067178312266986	-51.781714727633116	1.6554654782234788
2969000	-847.8671605483551	-782.1845655859548	-65.68259496240023	-782.1845655859548	3.95438365559126	-65.68259496240023	0.9294189547080787
2970000	-855.868921590298	-788.9671600490855	-66.9017615412125	-788.9671600490855	4.006923473396445	-66.9017615412125	1.0764042225717307
2971000	-830.5067808257372	-775.5685793959625	-54.93820142977472	-775.5685793959625	3.364763912024314	-54.93820142977472	1.2665668104675885
2972000	-849.217922296853	-789.2635313858136	-59.95439091103934	-789.2635313858136	3.8056388920667574	-59.95439091103934	1.0953854187963217
2973000	-851.7743930638048	-786.8296797364882	-64.94471332731669	-786.8296797364882	4.011918503295847	-64.94471332731669	1.0070684729786523
2974000	-862.7941003581884	-798.7664040885699	-64.0276962696186	-798.7664040885699	3.8993006018465284	-64.0276962696186	1.030397768736212
2975000	-866.3856744689118	-795.5219781148272	-70.86369635408461	-795.5219781148272	3.8605458142954556	-70.86369635408461	1.105232350432735
2976000	-859.9864463228421	-792.8974234300047	-67.08902289283743	-792.8974234300047	4.102769866960433	-67.08902289283743	0.9415089293563123
2977000	-841.851200949472	-782.2504027980835	-59.600798151388446	-782.2504027980835	3.357432300409964	-59.600798151388446	1.20347051723517
2978000	-833.7646109454212	-774.319154025756	-59.4454569196652	-774.319154025756	3.4866611317234293	-59.4454569196652	1.0951782832741002
2979000	-855.5976011481177	-783.6189218403997	-71.97867930771802	-783.6189218403997	4.268989951720399	-71.97867930771802	0.908858794427394
2980000	-859.8393245515857	-788.0288349497008	-71.81048960188491	-788.0288349497008	4.116087040913498	-71.81048960188491	0.9092438648787641
2981000	-845.5798081556898	-783.5171950117265	-62.0626131439633	-783.5171950117265	3.420037282996067	-62.0626131439633	0.8962462763673344
2982000	-826.7323457276497	-766.9891902450629	-59.74315548258671	-766.9891902450629	3.4195599691507654	-59.74315548258671	1.019220248970678
2983000	-836.3438885402289	-773.9171606188412	-62.4267279213877	-773.9171606188412	3.6272908121999774	-62.4267279213877	1.5318979941291742
2984000	-844.8542793168019	-779.8948710180829	-64.959408298719	-779.8948710180829	4.238082873802095	-64.959408298719	1.1976891750735301
2985000	-836.0947180502978	-775.02580915646	-61.068908893837886	-775.02580915646	4.203536487817386	-61.068908893837886	1.020833885268019
2986000	-833.9379190910724	-775.0081838767444	-58.92973521432804	-775.0081838767444	4.090586400079276	-58.92973521432804	1.2560252031259098
2987000	-842.4470136153029	-777.4974366167755	-64.94957699852736	-777.4974366167755	4.118136098323587	-64.94957699852736	1.0266416282071382
2988000	-853.263647036726	-796.6119745968741	-56.65167243985179	-796.6119745968741	3.6921713190925085	-56.65167243985179	1.237996090683649
2989000	-845.2394011140551	-786.807397257675	-58.432003856380156	-786.807397257675	4.008998331175566	-58.432003856380156	1.105941964089531
2990000	-844.8147215209331	-782.8161861886242	-61.998535332308805	-782.8161861886242	4.041640973309964	-61.998535332308805	1.1471047367832556
2991000	-846.1380146085803	-780.347261414683	-65.79075319389739	-780.347261414683	3.7264297420546217	-65.79075319389739	1.4785130228216776
2992000	-835.2140867883601	-786.4156044107114	-48.79848237764877	-786.4156044107114	3.4853443914758007	-48.79848237764877	1.4434014696478439
2993000	-847.1670257640176	-783.0149933699968	-64.15203239402086	-783.0149933699968	3.9098189224371387	-64.15203239402086	1.1264088827532186
2994000	-847.1188908844572	-782.1143410576002	-65.00454982685696	-782.1143410576002	4.778522160484483	-65.00454982685696	1.136187189683417
2995000	-834.9942862127143	-775.0479246631519	-59.94636154956242	-775.0479246631519	3.6226039263712213	-59.94636154956242	1.401613240090885
2996000	-843.8350149350512	-778.0614931451404	-65.77352178991075	-778.0614931451404	4.137374937088043	-65.77352178991075	1.1089618014267426
2997000	-848.2616010854082	-778.9430985041253	-69.31850258128289	-778.9430985041253	4.601416687692134	-69.31850258128289	0.9737942389316308
2998000	-851.4348512999372	-781.5640769255155	-69.87077437442184	-781.5640769255155	4.319443106617062	-69.87077437442184	0.9972429458892033
2999000	-837.0315582553195	-777.5772092265985	-59.454349028721026	-777.5772092265985	3.791957803731057	-59.454349028721026	1.172615094823791
3000000	-831.9043483339773	-773.380074695723	-58.52427363825425	-773.380074695723	3.911552186055936	-58.52427363825425	1.1928721109646458
3001000	-834.2880659153826	-772.1974387197268	-62.09062719565572	-772.1974387197268	4.080118115414342	-62.09062719565572	1.1765785228475465
3002000	-849.6528610669781	-790.0348974412113	-59.617963625766684	-790.0348974412113	3.484769448040645	-59.617963625766684	1.1252769083925027
3003000	-856.9392036561563	-788.6469882014555	-68.29221545470084	-788.6469882014555	4.485974338664846	-68.29221545470084	1.0882482178611528
3004000	-834.5448695657299	-781.1292477063471	-53.415621859382824	-781.1292477063471	4.330061873114926	-53.415621859382824	1.167766835253055
3005000	-825.3064602923359	-768.6848348666406	-56.62162542569533	-768.6848348666406	3.9826220879345593	-56.62162542569533	1.061302696122885
3006000	-825.5984043554027	-767.4588374186606	-58.13956693674221	-767.4588374186606	3.88828215048851	-58.13956693674221	1.172573363870371
3007000	-818.0430500307197	-769.2068111967493	-48.83623883397031	-769.2068111967493	3.277348602137403	-48.83623883397031	1.2693526144638496
3008000	-831.4496362478432	-770.8078071022125	-60.64182914563075	-770.8078071022125	3.9123062395515387	-60.64182914563075	1.1049268491538506
