#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:ruhlen" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:ruhlen" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:ruhlen" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:ruhlen" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.ruhlen" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:ruhlen" name="distribution" x="@BDBirthRate.t:ruhlen">
#            <Uniform id="Uniform.4" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:ruhlen" name="distribution" x="@BDDeathRate.t:ruhlen">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:ruhlen" name="distribution">
#            <parameter id="ucldStdev.c:ruhlen" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ruhlen" id="treeLikelihood.ruhlen" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ruhlen">
#            <siteModel id="SiteModel.s:ruhlen" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:ruhlen" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ruhlen" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ruhlen" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="MutationDeathModel.s:ruhlen" spec="beast.evolution.substitutionmodel.MutationDeathModel">
#                    <parameter estimate="false" id="deathprob.s:ruhlen" name="deathprob" spec="beast.core.parameter.RealParameter">0.1</parameter>
#                    <frequencies id="freqs.s:ruhlen" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="RealParameter.1" name="frequencies" spec="beast.core.parameter.RealParameter">1.0 0.0</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:ruhlen" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:ruhlen">
#                <LogNormal S="@ucldStdev.c:ruhlen" id="LogNormalDistributionModel.c:ruhlen" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="100" id="rateCategories.c:ruhlen" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:ruhlen" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
34000	-3253.8595765784303	-3281.3430352837368	27.483458705306365	-3281.3430352837368	0.4627437116175423	0.5358082733286934	0.872775522138203	0.23815461648501468	0.5202066044395038	35.48583822595615	5.392144674417748	0.09428713364816253
35000	-3264.7846924551895	-3286.183718105155	21.399025649965584	-3286.183718105155	0.48828342511035533	0.5050737516756219	0.8680601781368962	0.2247403211957765	0.4901299384264941	29.293730520548138	5.042965945283223	0.0628587958043115
36000	-3264.812704075079	-3291.7451782430103	26.93247416793088	-3291.7451782430103	0.5045575861834348	0.4409345202660349	0.9012743418542553	0.19177713499113824	0.452988384562552	34.596705287239644	5.817503020739253	0.08560385054489031
37000	-3259.2916855129165	-3289.9323359162527	30.640650403336007	-3289.9323359162527	0.48272490886147723	0.4176149326080996	0.941394818445587	0.2090191379368935	0.4590760650577186	38.21880293069925	5.606818826369629	0.09966934097524521
38000	-3252.0900357550163	-3281.417874495236	29.327838740219818	-3281.417874495236	0.5024894063364405	0.27438545576490514	0.9485528965060727	0.09201275951937721	0.3118962275037438	36.33756688801559	6.4512309025992725	0.08209696815403748
39000	-3227.4831066023144	-3254.175069940484	26.691963338169636	-3254.175069940484	0.5031488385811462	0.27364504765445624	0.9573461208957248	0.07430743987575932	0.27611357162262573	33.698508703999536	4.803613867257224	0.14868041322256056
40000	-3238.8905578981626	-3269.169469984662	30.27891208649946	-3269.169469984662	0.4522446225282785	0.3064478373671327	0.9288358922018547	0.1156372810648814	0.3427021990642732	37.42347563822164	6.309558202872434	0.1290516610132546
41000	-3220.323914133993	-3251.4054922678138	31.081578133820592	-3251.4054922678138	0.5113491967098956	0.3443672971191611	0.9470453490820913	0.15594501932325014	0.3896355349651973	38.37914412323576	5.128295506288884	0.16244519867260787
42000	-3188.6894620600265	-3215.117447383772	26.427985323745318	-3215.117447383772	0.5184139633612624	0.3676780520896601	0.9122071214680938	0.15018695231575357	0.39602583322929696	33.81674589728994	4.318277079987573	0.16013498191482356
43000	-3177.0519413963293	-3205.7682357499143	28.716294353584917	-3205.7682357499143	0.5579181553948795	0.450945276105528	0.9143397292407185	0.23730883569314123	0.47617126001596466	36.41707430196678	6.680529384602459	0.145769783089727
44000	-3194.6996222430307	-3217.7345652138456	23.034942970814907	-3217.7345652138456	0.4657086574925133	0.44652870038702847	0.8955470562150247	0.24224594340168237	0.49336384473883993	30.719626772813985	3.488205240990883	0.5431660929329001
45000	-3199.3854397832374	-3230.8927651628405	31.507325379602896	-3230.8927651628405	0.43641655251875755	0.3773081792952767	0.8972190242187342	0.15425547059934094	0.41227311310717957	38.93320577308914	6.0518668423736015	0.022832568004743637
46000	-3196.1473073253514	-3222.696423543518	26.549116218166713	-3222.696423543518	0.5045180067821236	0.4188936661933244	0.8683694911201754	0.20646909928805146	0.4764739989566111	34.132024679386134	6.342873817239823	0.0021500451668996457
47000	-3203.9755766490507	-3233.050773846315	29.07519719726441	-3233.050773846315	0.5019325642492773	0.39929734822095814	0.8869664795032104	0.15709395289826278	0.42777029834836783	36.58473486184605	4.817625081170994	0.0028688057109521443
48000	-3202.5517977204495	-3235.3550274905388	32.80322977008926	-3235.3550274905388	0.4931503002221699	0.33805938651361717	0.944888627992764	0.12662593737512118	0.36561401817196243	40.075767058965006	5.918758048955171	0.13035005334248687
49000	-3199.440754911514	-3228.4727914321816	29.032036520667518	-3228.4727914321816	0.5050010850606278	0.36546364185398356	0.9384621196136866	0.12925442792794326	0.37176728786533464	36.412217461591545	4.997251776132926	0.2317149767973426
50000	-3198.021769537132	-3227.1991400628585	29.177370525726438	-3227.1991400628585	0.5086091609680266	0.35033390757123384	0.9351062537937453	0.11674731058896805	0.35051891256626994	36.49846871362849	5.655755761700658	0.009988004394658922
51000	-3192.534935998333	-3219.6986826191755	27.163746620842645	-3219.6986826191755	0.5140094985467326	0.3809907512490607	0.9411009923937483	0.12922407619022455	0.36717234573265106	34.603741549994446	5.85280342920501	0.07861794390980884
52000	-3198.958254137658	-3229.5298688940406	30.571614756382676	-3229.5298688940406	0.48236367793476886	0.45324150611169206	0.9327231556718317	0.20383467303639907	0.4588140618407983	38.28074577724629	5.712185418091688	0.06866324438881465
53000	-3204.5431701481807	-3234.0269857133517	29.483815565170953	-3234.0269857133517	0.48527345106166475	0.31086528658713486	0.9190635781644567	0.08584213014771125	0.3078239236913962	36.64653544050211	4.513130573254185	0.041280803674471726
54000	-3205.8060654512983	-3232.182874608435	26.37680915713681	-3232.182874608435	0.5366233858594073	0.4602249603773529	0.9124723941544224	0.1765728878043504	0.4390646781261951	34.11126591512512	4.614197216008363	0.30854800704478946
