#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:table" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:table" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:table" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.table" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:table" name="distribution" x="@birthRate.t:table">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:table" name="distribution">
#            <parameter id="ucldStdev.c:table" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="uralic.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:table">
#            <taxonset id="uralic" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Udmurt_1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Udmurt_2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mari_1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mari_2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Khanti_1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Khanti_2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Estonian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Finnish" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hungarian" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@table" id="treeLikelihood.table" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:table">
#            <siteModel id="SiteModel.s:table" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:table" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:table" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:table" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="MutationDeathModel.s:table" spec="beast.evolution.substitutionmodel.MutationDeathModel">
#                    <parameter estimate="false" id="deathprob.s:table" name="deathprob" spec="beast.core.parameter.RealParameter">0.1</parameter>
#                    <frequencies id="freqs.s:table" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="RealParameter.1" name="frequencies" spec="beast.core.parameter.RealParameter">1.0 0.0</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:table" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:table">
#                <LogNormal S="@ucldStdev.c:table" id="LogNormalDistributionModel.c:table" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="136" id="rateCategories.c:table" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:table" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.table	TreeHeight	YuleModel	birthRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	mrca.age(uralic)
36000	-856.8717792664513	-792.8705112198609	-64.00126804659044	-792.8705112198609	4.192665632866884	-66.25493070663799	1.3827065966903493	0.007507354280658386	1.0004231844401568	5.499533793738016E-5	0.007416370753811547	2.3403690948108022
37000	-853.9539183543442	-787.2054617047049	-66.74845664963921	-787.2054617047049	4.7429924559204055	-69.22455063894381	0.998960688459278	0.004705317273125283	1.000161189662234	1.8661105513192157E-5	0.00432052101560723	2.515793702746387
38000	-851.9313907967626	-800.0458909372956	-51.885499859467075	-800.0458909372956	3.1208656132143955	-53.91417167484529	1.158472614684823	0.011934011758284981	0.998937340591188	1.1657352037195871E-4	0.010804843399854564	1.9945307105089365
39000	-843.011419322969	-799.5153331128865	-43.496086210082495	-799.5153331128865	3.444452160811935	-45.63106914489005	1.235332929813433	0.009599940968035259	0.9982227485869476	8.671805800852231E-5	0.009323452910859249	1.4889279886023017
40000	-864.9635042891032	-802.0249434674113	-62.9385608216919	-802.0249434674113	4.217785893353389	-65.46144702146906	0.939150279580363	0.0042613433422182745	0.9994308877304894	2.0609049939586912E-5	0.004540256748116325	2.2877072503698703
41000	-843.8414941398471	-792.1806279404199	-51.66086619942721	-792.1806279404199	3.6155780520692713	-53.57178450383994	1.3899617455553808	0.01513417294097154	0.9979276632851259	2.1838851358167092E-4	0.01481565234626155	2.0909021251672524
42000	-848.8588351146658	-792.172265428947	-56.68656968571888	-792.172265428947	3.6495993567555742	-58.335828647771635	1.0615660768230941	0.02522631152259326	0.9965828014297277	6.412280223977974E-4	0.02539963968977094	2.194854621366574
43000	-841.1616884271762	-786.4815389214416	-54.68014950573452	-786.4815389214416	3.8157653034663146	-58.39090384022668	1.1430981256727273	3.3017388512349735E-4	0.9999539514353389	1.0492000600185935E-7	3.2392772612312E-4	1.650262325213568
44000	-860.9177772785345	-805.3626305226785	-55.555146755855965	-805.3626305226785	4.014153662212966	-58.67248191253295	1.071121061678893	0.0011922971179715558	0.9998890240156747	1.453144677109482E-6	0.001205573420547577	1.9549012432390676
45000	-868.7202222451625	-802.8614136383317	-65.85880860683088	-802.8614136383317	4.4076934721485665	-68.82225329996965	1.2932229320915676	0.0016610824212251617	0.9999802018597697	2.1698299768289266E-6	0.0014729926348499417	2.433241256097856
46000	-851.672392894306	-788.7878683306228	-62.88452456368316	-788.7878683306228	4.083279263372802	-66.98940162708423	0.9782785331588915	1.4042232396600866E-4	0.9999940689754986	1.8435337238653426E-8	1.3577679349074774E-4	2.5703017345142976
47000	-862.0224234440054	-800.6385396222535	-61.38388382175196	-800.6385396222535	3.7394766467372724	-64.93464419439059	1.0496839318600624	4.6701060684968624E-4	1.0000733630389802	2.1081549295919717E-7	4.5914635377773547E-4	2.0796113161742404
48000	-854.8226265652266	-795.5720695995892	-59.250556965637465	-795.5720695995892	3.530825979194922	-62.41637273954304	0.9508696642975639	0.001073854327170483	0.999757599117466	1.131034996362823E-6	0.001063678357577557	1.765311287805599
49000	-848.5701921466385	-783.4351499645177	-65.13504218212086	-783.4351499645177	4.277053836507391	-68.55210749974204	0.9619278884205941	6.2381202875859E-4	1.0000987359898958	3.6125834162172876E-7	6.010343118132282E-4	2.173735565219676
50000	-850.1763715107285	-787.8011603038444	-62.375211206883996	-787.8011603038444	3.853705089400446	-63.119366971167096	1.051043231103754	0.11075743952173746	0.986585237938004	0.010878666569421989	0.1041445771998462	1.520283975363412
51000	-837.0546362942416	-775.7394568489698	-61.3151794452718	-775.7394568489698	3.7918976810221383	-61.91286489440725	1.3049961703922301	0.13365422958363127	0.9933662694898364	0.015613817715346062	0.12581272283129394	1.9162460989273316
52000	-860.3006420244081	-788.1691994928079	-72.13144253160026	-788.1691994928079	4.967480933636783	-71.92878337415453	0.9588527226681075	0.2982021377345151	0.944214822578927	0.08711356153473288	0.30087366040689	2.552656250573168
53000	-844.0657472454011	-784.6874959843569	-59.378251261044184	-784.6874959843569	3.8338137649727235	-59.17559210359847	1.0549165223343198	0.2982021377345151	0.970576961172556	0.09218791121363383	0.3032237047478449	2.411504517237869
54000	-837.380154823405	-784.5296415981804	-52.85051322522453	-784.5296415981804	3.7252230315159167	-52.96392427835162	1.3148658726268712	0.22613530075011568	1.0485807601103854	0.0528033100112528	0.22362653258149665	2.208828587431361
55000	-830.3106966456758	-778.4256770852043	-51.88501956047152	-778.4256770852043	3.8336577620564167	-52.838062841998344	1.1649144446053066	0.0825869184375882	1.0132029246867584	0.0075722911386348025	0.0863025585724053	2.0018687895134293
56000	-836.6564348562226	-779.6111485002211	-57.045286356001505	-779.6111485002211	3.8272699019955674	-59.024634984931616	1.0540933196630378	0.013189034667076974	0.9989742149569476	1.6911487411594005E-4	0.01301567985179254	1.6951526596883948
57000	-842.8836765057108	-786.2214619434767	-56.66221456223416	-786.2214619434767	3.5707962117038665	-58.33576669173599	1.142728849671904	0.024085510119049008	0.9963137891590215	5.57621663709526E-4	0.023593113448623998	1.5645609899892319
58000	-839.1098912774837	-782.1143665364158	-56.99552474106789	-782.1143665364158	3.8301879877185483	-58.71717484891303	0.9989144529578277	0.021960126604500762	0.9991201720669927	4.682464301859687E-4	0.02160365234859141	1.9392991877113648
59000	-842.85395084765	-781.597038863564	-61.25691198408604	-781.597038863564	4.216682694036584	-63.30766644582407	1.0203318982935183	0.011409126982394978	0.9992557311494771	1.358634562188481E-4	0.01166071322901364	1.4865561224227406
60000	-834.8572006504842	-775.4753770694973	-59.381823580986804	-775.4753770694973	3.8134225341856975	-60.86497250655679	1.2499277724507798	0.034355470666683756	0.9972805668406088	0.00120119516370821	0.034726286400701155	2.2792852155812753
61000	-841.9027521420826	-778.9987798400078	-62.90397230207475	-778.9987798400078	3.8922618598675647	-63.88672940306638	1.2477380126421909	0.07901442412261667	1.0094382162668745	0.006431849299971743	0.07923991296395513	1.9432973825166178
62000	-840.192026885731	-788.3420838426464	-51.84994304308467	-788.3420838426464	3.5203368490637104	-54.82915686141521	1.4822055280523923	0.0016056581713149896	0.9999997422982686	2.524140159071854E-6	0.0015885885728667047	1.7930916462424171
63000	-852.8957430107863	-787.4677625591819	-65.42798045160445	-787.4677625591819	4.4696093056050605	-66.9213719771879	1.1487049114099175	0.033721050994706424	0.997213347955406	9.945050980098588E-4	0.031544457206657016	2.1576117192034237
64000	-840.1134747265947	-777.7648319671949	-62.34864275939983	-777.7648319671949	4.354030188915575	-63.219045320515164	1.3129598599227115	0.09309284762077583	0.9798533319911225	0.007618419322627581	0.08743481306963215	2.132822683534285
65000	-835.0043540901227	-779.8930120395859	-55.11134205053677	-779.8930120395859	4.277834212516906	-56.288361826215	1.392717422110096	0.05829547417277467	1.0026530351651686	0.003134107358750032	0.05582107535376518	1.9701967860178633
66000	-856.791506160775	-786.616362074791	-70.17514408598402	-786.616362074791	4.480358805682629	-71.10744630939888	1.2001536630087943	0.08514481745204432	1.0073345705330203	0.006013859105139374	0.07660310540680504	2.5216247083748313
67000	-854.685612870351	-784.4973492168336	-70.18826365351731	-784.4973492168336	4.967552582152144	-71.77589846151244	0.8188753131081272	0.028333987901152918	1.0003608742893324	6.695302751071224E-4	0.02588664532849681	2.540545261386324
68000	-843.7344999102869	-784.1020415271678	-59.63245838311914	-784.1020415271678	4.3095161430660935	-61.934784359324574	1.191869535927487	0.006782251756778622	1.0007354834119606	3.9407923071392696E-5	0.006278897719730059	1.341002710857614
69000	-835.4406833085808	-782.8516276910437	-52.589055617537085	-782.8516276910437	3.6712526023642815	-54.765406295843974	1.1588697352555655	0.008814283790474784	0.9992050644570277	6.0550119028621664E-5	0.007786780698368395	1.6028778011283684
