#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" name="populationSizes" spec="beast.core.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:table" spec="beast.evolution.tree.coalescent.TreeIntervals">
#        <tree id="Tree.t:table" spec="beast.evolution.tree.Tree">
#            <taxonset id="TaxonSet.table" spec="beast.evolution.alignment.TaxonSet">
#            </taxonset>
#        </tree>
#    </itree>
#</input>
#
Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18	demographic.alltrees.times.19	demographic.alltrees.times.20	demographic.alltrees.times.21	demographic.alltrees.times.22	demographic.alltrees.times.23	demographic.alltrees.times.24	demographic.alltrees.times.25	demographic.alltrees.times.26	demographic.alltrees.times.27	demographic.alltrees.times.28	demographic.alltrees.times.29	demographic.alltrees.times.30	demographic.alltrees.times.31	demographic.alltrees.times.32	demographic.alltrees.times.33	demographic.alltrees.times.34	demographic.alltrees.times.35	demographic.alltrees.times.36	demographic.alltrees.times.37	demographic.alltrees.times.38	demographic.alltrees.times.39	demographic.alltrees.times.40	demographic.alltrees.times.41	demographic.alltrees.times.42	demographic.alltrees.times.43	demographic.alltrees.times.44	demographic.alltrees.times.45	demographic.alltrees.times.46	demographic.alltrees.times.47	demographic.alltrees.times.48	demographic.alltrees.times.49	demographic.alltrees.times.50	demographic.alltrees.times.51	demographic.alltrees.times.52	demographic.alltrees.times.53	demographic.alltrees.times.54	demographic.alltrees.times.55	demographic.alltrees.times.56	demographic.alltrees.times.57	demographic.alltrees.times.58	demographic.alltrees.times.59	demographic.alltrees.times.60	demographic.alltrees.times.61	demographic.alltrees.times.62	demographic.alltrees.times.63	demographic.alltrees.times.64	demographic.alltrees.times.65	demographic.alltrees.times.66	demographic.alltrees.times.67
0	0:0.7193390133971711	0.0012282943260482854	0.0013684428338562144	0.0016070580270304104	0.0016425699719198725	0.002243836967744126	0.0025750466566630127	0.002744420757702979	0.0029335426680181086	0.003505725091033582	0.0036800054523080943	0.004273604397903159	0.00573387900873165	0.005807737910199772	0.007199373040907354	0.007589946874791981	0.008597336452269134	0.00903653488121303	0.009671758620553151	0.009944775303632566	0.01057423520704039	0.011005289515798284	0.011344221159762928	0.01155436535027079	0.012321973319096674	0.012991406406524512	0.013379658609703826	0.013729636234832018	0.020481129219339974	0.021703189874159253	0.023636555122675373	0.024853704222765897	0.027649948468743153	0.027732258888597452	0.02887480607599212	0.031494297460959386	0.03306921467630905	0.03410119560224224	0.035204019946046765	0.03615341127746302	0.0364221168114193	0.03790491592475304	0.039395895792864684	0.04024282002029038	0.04186900478196767	0.04674632973447624	0.056724916802372516	0.06206641059257701	0.06755286414544585	0.06781480456070979	0.07414662287690961	0.07665475061441791	0.08567180476936777	0.09363884391094712	0.10994958649443853	0.11125336545549605	0.11977113496776677	0.15532287134643757	0.22082060238636309	0.2238256075851528	0.22633466776229938	0.2312598546829099	0.23880111438430848	0.27349002989857574	0.44837400056694277	0.50869727909249	0.5568284377040404	0.8682233803184904	1.3626308921024666
5000	0:86.87107688196352	0.06486426063879341	0.09952692914483488	0.18671048070455215	0.2780714271530324	0.28646103111712956	0.3813825700497262	0.44443278634172867	0.5528561959225973	0.5729927095739522	0.5818494070487701	0.6265670779789835	0.6720621881847284	0.6829437162379632	0.6844826927279954	0.7260452784152218	0.7381528209310221	0.7943102270218628	0.8302716022723348	0.9067337282325115	0.9485458949980465	1.0774932587580859	1.092422920114088	1.1178499854404897	1.144797195243205	1.1506758300987567	1.1596501700103998	1.2375201706957975	1.3909582166262213	1.4092296784485763	1.5743195084186004	1.5751680991280241	1.5820347598918145	1.6531955901257074	1.6695739809252013	1.6790882403761156	1.753071869462367	1.7965404046151217	1.9020286809809872	1.9245250373117666	1.9284678347238775	1.9314240251598827	1.935949583646225	1.9427838147308705	2.0051960272947116	2.050917580165153	2.0859140545478816	2.12058269885879	2.1363444306997073	2.156037456290127	2.170364987824518	2.181744787701548	2.1977297054148934	2.2028563561524246	2.246706180050895	2.2725767637574186	2.2765849775750766:2.0359277461450525	2.2779532545056935	2.319563368471267	2.339748861577964	2.421039160785513	2.4517279398630714	2.829829024251172	2.849990238321038	2.9932905491812294	3.2373315935201217	3.587270326593905	3.7988996119943037	4.148013845505531
10000	0:48.174423886717	0.05252664707285789	0.11393997262602744	0.18702171545810864	0.18936190244181805	0.19184139462801705	0.19279425347423784	0.24605455491053776	0.26543713403424546	0.26702807018198244	0.30859845450185364	0.3273424198083376	0.33001703029846496	0.3481963304257261	0.3573457272430137	0.3639404474294388	0.36807370304640935	0.3811772414899436	0.4123128676679175	0.44450044765092267	0.4959068917017855	0.518049695760465	0.5222863204911168	0.5371123834677867	0.5534170062407445	0.5760393685885821	0.5893408714067288	0.6145547815411018	0.6489441948551729	0.6637291066788301	0.685967115521628	0.7291963535848474	0.7544830229008106	0.8494943859466177	0.869862612649267	0.8785586848638162	0.8815078488512063	0.9149361431147214	0.9416360358236704	1.0373039753732685	1.070823219376263	1.1121545767519294	1.1147282230658193	1.2159827703070865	1.3039697733314906	1.391530155502589	1.5196045383154972	1.5213908093469282	1.6832025138105333	1.727568662973312	1.8318987999591472	1.9574179317340077	2.1190624708960306	2.202584624687975	2.2282420453769856	2.322953114860945	2.3651846133812526:2.4919959382768466	2.388892779866291	2.4331293624138888	2.543668059458061	2.6180946805106444	2.6536495205816824	2.686588724730625	2.862439465195233	2.8999761472144208	3.161976460953279	3.6035029885991374	4.00317901605406	4.489551480036789
15000	0:32.32711462280568	0.025291831639975112	0.027661814604907093	0.03562527185161806	0.04735536063736613	0.050747477488851826	0.052871062583006743	0.10241056570996668	0.11555092085740595	0.155219642536085	0.16200255505642155	0.16616420482151797	0.16825762265845787	0.17141580083048602	0.1808759368821238	0.1996209693983553	0.2937668826664245	0.3009905594807806	0.32606474480436637	0.34088246521439697	0.35072083914217766	0.40677668935054	0.43203451892394784	0.4330368155271909	0.4367955049223557	0.4635744294726436	0.46764713478898146	0.4690591078808915	0.5053770284884577	0.5062443209579337	0.5144493382714709	0.5193394692967717	0.6084569896898951	0.6390945966665241	0.7103589989283262	0.7361204490320186	0.8091755145300937	0.8957341006579176	0.9700680523378872	0.9862822289178407	1.0198242270806437	1.0986248850589244	1.1118587916882907	1.1756170995803463	1.224611001377821	1.3400774573641354	1.431708206590733	1.432327203042607	1.614532920576936	1.63568536784235	1.74260881831157	1.7548689694130162	1.7722169663260823	1.7857463576665946	1.805423562960873	1.8099834807689974	1.8315451248886536:3.9646011265759666	1.8801211148415857	1.92672507645579	1.9837695279580612	2.149232042630014	2.222140891923662	2.2632681632993887	2.3601505194650856	2.8922008813103406	3.038382650204512	3.1467535018028134	3.5983778119141965	5.29562090872508
20000	0:23.808780587183303	0.011541123846291303	0.020546154016634073	0.023200282276385605	0.026291926325037376	0.027717345289664734	0.051411023838285524	0.06938302542457488	0.07203603122086226	0.0735424435299865	0.08117309393703823	0.09613064098751617	0.09876531293791378	0.11894184953634393	0.12188511878824204	0.12488070926470787	0.13919512926994204	0.15513611116230805	0.18416121768051258	0.19240732485531103	0.2112675470787008	0.21687161774733876	0.21860226567563623	0.23564352412384276	0.2365157055076206	0.25265448762747167	0.26624500575666066	0.2943408860431643	0.39405006367002543	0.39873875395781294	0.428821391061045	0.4361823392597599	0.4382563718593982	0.5041806968912198	0.5244077397355174	0.6414380699779324	0.6632048879638367	0.6654820232383626	0.7144151772371292	0.7318028661584078	0.7458768106897385	0.7598832067117895	0.7619579951922539	0.7825826939534912	0.8185912928390389	0.8268687913248123	0.8539157555020213	0.9118198799501374	0.9592759586901135	1.080781304369547	1.104970110770454	1.2744922709710746	1.2975192915242197	1.383585371224697	1.4841218529504565	1.6198972353385073	1.6917635526154677	1.6968589848697433	1.8217375682555081	1.848789402317136	2.0052147811710372	2.139555503885026:2.4788873269563085	2.2287543496529167	2.452670135210573	2.7713387890459735	2.8100526509336112	3.0882045332353876	3.256855131494008	4.078111300503834
25000	0:23.3152491036566	0.010462170760498239	0.01083027060101848	0.022649565708758316	0.04467415434246672	0.04565055503234872	0.0508693640807503	0.06312192254596902	0.08174827629288509	0.0878753241253134	0.09350456693823038	0.11358358525276271	0.13038369138232547	0.13050363727518827	0.1537988222421409	0.15728415296687495	0.2081063899944513	0.21011002019694325	0.2510921483664433	0.2518803337083735	0.2599844642518454	0.2709872425857442	0.2939109999664177	0.2958729457102986	0.30315860458770194	0.31416290913728534	0.32442742419010095	0.35157561642268637	0.367797153254426	0.37720020893166023	0.4208562838065129	0.4285013794013963	0.5205695552993657	0.5229952054127107	0.5657158136566486	0.5698336610817643	0.6160441128437245	0.6528169572442234	0.6782291267325641	0.6978430912761916	0.7795307658829668	0.7894138361352537	0.8923701969042176	0.9053645517682972	0.9209237394623158	1.0553552991530513	1.1402281797559128	1.1917653538819046	1.2305587620555125	1.2621485954013703	1.3251355500825213	1.4713146859185016	1.5689572162928798	1.6656899211190777	1.7860855034787821	1.8340686426241883	1.8449982853011562	2.001176650523596	2.165061851469898	2.1942852774789867	2.52728672706916	2.567581719180962	2.605304544381625	2.8522738005884873	3.0561164861149632	3.256659052182157	3.3800573517752333	3.753478879960957:0.2533160553762736	4.1600385475001955
30000	0:35.380498218577905	0.0010465646448172903	0.006232388652608271	0.028849559002558308	0.03620902617647427	0.05792088814588406	0.05842534993139686	0.059401533916266715	0.06799067778723547	0.07071051973684016	0.0793251652562298	0.0901392046109635	0.10826804050061144	0.11257645778416711	0.1266348139194574	0.16723175171455015	0.1711121395230082	0.17150967129632289	0.1882994173797184	0.2548821108551233	0.27208644223579764	0.3330260145552682	0.3370165137667642	0.35399685978916373	0.3640796056671529	0.37577628920266953	0.4064007839167383	0.42521629864276755	0.4261966847785834	0.43566254620598577	0.45759824780891817	0.4957766790844391	0.4995420786226515	0.5066299835324704	0.5480706490197703	0.5505786314349744	0.6806122146031319	0.7318379081848956	0.7751828969807991	0.8382980436018742	0.8395670082694611	0.8438157982731576	0.8551691670372051	0.8765879290186428	0.8897103618246928	0.9065238030877336	0.9489322902176183	1.001340264200274	1.0039062466506263	1.0993560129631996	1.1087568428272165	1.1275901676182076	1.1724611683576653:10.687593896659205	1.2223100728362004	1.3205268886225128	1.3433612667326233	1.5719442593242907	1.6484273883441876	1.7101669407115514	1.8415718355082293	2.031997214721371	2.2335170709030256	2.2835309573079554	2.7868711262161763	2.8804840068006863	3.4327571760825273	3.570354549057618	3.698814635002084	4.127640953856151
35000	0:39.567651933375785	0.016953132362376142	0.027096145956623827	0.046148610769781225	0.047233256622645665	0.05281089048390207	0.06856154884686023	0.12962519889851154	0.13597554658068442	0.14683637856661222	0.14785718512914953	0.1909436080338865	0.22087748310817354	0.22179208606385747	0.22903530653487114	0.2340209068689361	0.25844602617310997	0.28023933117026134	0.28075831733649387	0.28125426186902225:12.414498423405679	0.28919202053286347	0.2902166852999314	0.3126161442761598	0.31614343562468483	0.31947114150827527	0.3209465710008399	0.3234118699383045	0.3601071651506146	0.3888780378554576	0.3908513510353879	0.3934476008995171	0.3972408494316426	0.40343731254667886	0.41737459102607005	0.4387650521487009	0.5463833852047383	0.5583370829882675	0.5890591586266006	0.6030637749820885	0.6065449412604633	0.6310394603659117	0.6373192105630912	0.683033557353956	0.7783053201262173	0.8442534753186669	0.8621203527550028	0.9041205410280211	1.0796286608180667	1.1034764656238807	1.1722545702852483	1.2001640461849041	1.2245891869096655	1.2672936509249872	1.3478136078102407	1.608269575677606	1.6306323965977274	1.6324019828449545	1.6767984651016739	1.6991666152754448	1.7016222259384726	1.945383918070115	1.9954939444693487	2.254655159040924	2.477017275874861	2.8549718485115685	2.962055380610485	3.878345345777583	3.9085866866783703:0.43073285314541465	4.4470637221873295
40000	0:19.377062614028425	4.1701321990262425E-4	0.004002836974795489	0.004144664700071293	0.023386616997162747	0.053645696359888986	0.06992368117138983	0.10627993508377133	0.11106367611706923	0.11421089251752599	0.12380838009962483	0.1262891947512923	0.13163805260116462	0.14933868143221488	0.16399497615340444	0.17427165833979857	0.22472244263016553	0.2588946768691462	0.26924560846768797	0.2729441881669596	0.2966026649386753	0.30261283706447273	0.3199390142904094	0.3411586047100492	0.38069512272349154	0.38432508186517766	0.40107479556803727	0.4060365180873861	0.455480536192653	0.5031437788302031	0.5041477681149523	0.5075918915253727	0.5410977936070301	0.5451669928693269	0.5532748414294052	0.5680433492245149	0.5877052920002186	0.5931509492070232	0.618995604084737	0.6446806699271265	0.656751040102397	0.6678196529634024	0.6697222203560457	0.7033468788084862	0.7337942455604807	0.7491046224872718	0.7760232817052723	0.8258953792547404	0.8310694679153675	0.878975171675759	0.9274176676251966	0.9337733013381834	0.9796296315073701	1.2233278443585982	1.3675929464292869	1.3848492620290769	1.9095132299360214	2.0632116967540117	2.0743965767696966	2.2403196105489136	2.4090992723505273	2.5034536232009743	2.6951677774638156	3.043732191218462	3.1200022018099722	3.340871172425296	3.4640879555941755	3.474199203699986:1.4118940955940134	3.8271417313255687
45000	0:17.869479063551204	0.005074099825545298	0.008639825798851603	0.014409786058867197	0.022322194893979453	0.024242683081439415	0.034612126548187225	0.03547878221097893	0.03770828613774566	0.04435340259578041	0.08096975016791685	0.08117335693025603	0.09093341873019513	0.09203331512749831	0.09441973305420942	0.09982060064428101	0.10206992886909498	0.1120530923652104	0.12027761695557451	0.12375585812638108	0.1483930407330178	0.15169970474462827	0.16592256567470215	0.224138254954012	0.23296920378327085	0.29071648183906884	0.3057723239496906	0.3712846237706702	0.41581249333141895	0.41685030583594	0.454419003106978	0.46421945829484274	0.5296307502642574	0.5352046270227272	0.5629896999583688	0.5668424814538668	0.6381309038832984	0.6394788924967908	0.6656197799597644	0.6932189214010425	0.7371307133749272	0.8380940979006871	0.9078769656738972	0.9139457222170769	0.9629186737691542	1.0127478195499124	1.061093937687433	1.100709729581157	1.1717204891306456	1.1851190011585966	1.2283582408987763	1.2470495027579793	1.3079693821797072	1.4161325326782452	1.4163525276520892	1.4879001397242826	1.5487442414953332	1.6472504097737708	1.6890198438889612	1.8752769162843395	2.3197176760603755	2.35162005959698	2.4630835167772607	2.635411241020102	2.7590085857654594	3.0796903092096257	3.1172588132915067	3.2570761789886795:0.7164411189114207	4.290895724090554
